longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-120.6,38.47,28.0,3595.0,584.0,1873.0,578.0,3.0583,95800.0,&lt;1H OCEAN&gt;
-117.63,34.08,20.0,1084.0,200.0,595.0,210.0,4.41890,163100.0,<1H OCEAN
-118.24,34.00,43.0,2349.0,738.0,2002.0,700.0,4.1071,375000.0,<1H OCEAN
-119.47,36.6,24.0,1419.0,263.0,737.0,257.0,3.5455,137500.0,<1H OCEAN
-121.92,36.55,46.0,3080.0,557.0,1671.0,497.0,3.39,107700.0,<1H OCEAN
-117.2,32.8,16.0,2137.0,485.0,1635.0,471.0,3.2177,186800.0,NEAR OCEAN
-121.27,37.78,27.0,4877.0,879.0,3104.0,852.0,4.7422,231400.0,NEAR BAY
-122.03,36.96,22.0,3082,478,1493,450,4.0833,154800.0,NEAR BAY
-119.81,36.75,14.0,2208,431.0,1022,394,2.5417,77100.0,<1H OCEAN
-118.26,34.1,34.0,1843.0,346.0,996.0,345.0,5.0726,268700.0,<1H OCEAN
-119.09,34.2,24.0,2782.0,427.0,1542.0,396.0,2.79,116200.0,<1H OCEAN
-120.97,37.7,52.0,917.0,202.0,667.0,255.0,2.6006,88900.0,<1H OCEAN
-120.95,37.57,15.0,1778.0,312.0,818,310,5.15,171100.0,<1H OCEAN
-119.2,34.23,33.0,2027.0,541.0,1872.0,484.0,2.6034,97900.0,<1H OCEAN
-119.53,36.67,18.0,909,180.0,510,175,2.4858,76600.0,NEAR_OCEAN
-122.24,37.49,35.0,3727.0,680.0,1656.0,658.0,4.6528,197000.0,NEAR BAY
-117.29,34.06,37.0,1751,315.0,1069,318,4.0145,199700.0,<1H OCEAN
-121.95,37.29,43.0,3162.0,824.0,1962.0,798.0,3.8323000000000003,165200.0,NEAR BAY
-116.18,34.06,16.0,6068.0,1218.0,3757.0,1175.0,1.9514,68800.0,INLAND
-117.13,32.94,21.0,1479.0,338.0,952.0,331.0,2.4167,79000.0,<1H OCEAN
-115.47,32.86,5.0,2185.0,399.0,1428,377,3.5,130600.0,<1H OCEAN
-118.17,33.8,15.0,2541.0,515.0,1362.0,484.0,4.0288,392400.0,<1H OCEAN
-119.22,34.28,16.0,5217.0,958.0,4717.0,931.0,7.7357,366400.0,<1H OCEAN
-121.22,37.76,50.0,927,213,512,202,4.0943,196400.0,NEAR BAY
-119.72,34.42,19.0,3752.0,767.0,3474.0,727.0,4.8036,174300.0,<1H OCEAN
-118.5,34.21,52.0,1865.0,384.0,963.0,363.0,2.7321,122900.0,<1H OCEAN
-119.58,36.64,17.0,1561.0,313.0,809.0,307.0,1.6191,71600.0,near ocean
-119.34,36.08,19.0,299,63.0,161,53,3.4917,125800.0,INLAND
-118.25,33.97,33.0,975,294.0,1026,275,7.2664,364700.0,<1H OCEAN
-122.34,39.03,16.0,2041.0,464.0,1390.0,424.0,3.2946,137500.0,Near Bay
-119.57,39.3,22.0,874.0,159.0,346.0,144.0,3.7885,158000.0,NEAR_ALDEA_FAIRWAYS
-122.27,37.52,23.0,4869.0,800.0,2305,776,6.3654,452600.0,NEAR BAY
-116.81,34.07,19.0,7349.0,1239.0,4175.0,1164.0,2.5092,82500.0,<1H OCEAN
-118.01,34.09,36.0,4279,910,3078,828,2.8032,242200.0,<1H OCEAN
-122.25,37.81,52.0,1541.0,325.0,861.0,333.0,2.5729,123500.0,<1H OCEAN
-120.57,37.78,52.0,2594.0,519.0,964.0,423.0,5.4905,500001.0,INLAND
-120.47,34.67,27.0,4233.0,966.0,4008.0,968.0,3.2798,199800.0,<1H OCEAN
-118.5,34.26,21.0,1618.0,310.0,1025,454,4.3382,313200.0,<1H OCEAN
-118.09,33.8,39,1143,304,1651,290,3.2077,157700.0,<1H OCEAN
-118.48,34.06,30.0,6457.0,890.0,3485.0,864.0,3.7895,354700.0,<1H OCEAN
-121.89,36.55,20.0,1633.0,425.0,1067.0,399.0,2.2414,67200.0,<1H OCEAN
-123.52,39.13,32.0,2051.0,412.0,1050.0,373.0,2.8667,189400.0,<1H OCEAN
-119.21,34.28,25.0,741.0,138.0,436.0,166.0,4.3462,169400.0,<1H OCEAN
-117.95,34.07,33.0,2808.0,508.0,1427.0,480.0,4.3592,276300.0,<1H OCEAN
-119.05,34.18,33.0,922.0,271.0,721.0,247.0,3.2264,102700.0,<1H OCEAN
-118.14,34.06,20.0,3757.0,635.0,2378.0,624.0,3.8539000000000003,371200.0,<1H OCEAN
-117.21,32.76,20.0,3698.0,819.0,1956.0,779.0,3.775,156500.0,<1H OCEAN
-118.08,33.92,36.0,1297.0,346.0,709.0,337.0,3.3421,500001.0,<1H OCEAN
-119.85,34.4,25.0,1265.0,296.0,690.0,270.0,1.5783,78100.0,<1H OCEAN
-117.68,34.04,5.0,1120.0,170.0,555.0,168.0,7.2027,372000.0,<1H OCEAN
-119.01,36.96,28.0,4552.0,1051.0,2819,1019,3.1667,315000.0,<1H OCEAN
-117.19,34.16,19.0,2794.0,511.0,1530.0,488.0,3.3962,346000.0,<1H OCEAN
-119.8,36.78,13.0,2673.0,598.0,1578.0,515.0,2.2305,96700.0,<1H OCEAN
-116.97,33.8,22.0,4253.0,1274.0,5829.0,1174.0,5.4653,232500.0,<1H OCEAN
-119.72,36.75,25.0,2898.0,530.0,1333.0,501.0,2.2604,68800.0,<1H OCEAN
-118.42,33.98,45.0,1754,397,1326,388,3.6901,189600.0,<1H OCEAN
-117.91,34.07,24.0,1449.0,307.0,803.0,299.0,7.3049,447100.0,<1H OCEAN
-118.44,34.04,38.0,1788.0,212.0,596.0,212.0,1.875,213100.0,<1H OCEAN
-122.35,40.54,33.0,88.0,12.0,27.0,12.0,8.4521,463500.0,<1H OCEAN
-118.48,33.96,24.0,875.0,215.0,997.0,198.0,2.9028,70100.0,<1H OCEAN
-117.54,34.08,28.0,1674.0,307.0,695.0,287.0,6.1894,235600.0,<1H OCEAN
-120.84,38.32,52.0,1516.0,247.0,812.0,239.0,4.4192,154600.0,<1H OCEAN
-121.96,38.51,16.0,2854.0,789.0,1752.0,746.0,3.276,212100.0,<1H OCEAN
-116.87,34.33,26.0,1204.0,131.0,452.0,127.0,2.6042,112500.0,<1H OCEAN
-117.16,33.28,8.0,4676.0,800.0,2439.0,781.0,4.5223,233300.0,<1H OCEAN
-115.61,33.59,36.0,2148.0,416.0,882.0,363.0,1.9727,68100.0,<1H OCEAN
-121.02,38.9,19.0,3123.0,570.0,1331,483,5.0049,215000.0,<1H OCEAN
-118.32,33.99,38.0,1542.0,363.0,946.0,320.0,1.5313,92100.0,<1H OCEAN
-117.05,32.82,19.0,1566,267.0,750,256,6.7564,254900.0,<1H OCEAN
-118.34,33.9,34.0,2168.0,429.0,2275.0,407.0,1.5658,82200.0,<1H OCEAN
-118.48,34.12,40.0,2014.0,512.0,1335.0,483.0,3.8621,254800.0,<1H OCEAN
-121.9,38.56,22.0,963.0,185.0,933.0,351.0,3.0712,97200.0,<1H OCEAN
-121.93,38.76,27.0,2155.0,456.0,1247.0,441.0,3.9141,179400.0,<1H OCEAN
-122.00,37.57,46.0,1433.0,247.0,700.0,225.0,2.6395,118800.0,<1H OCEAN
-121.06,39.29,25.0,2647.0,198.0,733.0,243.0,5.1108,217600.0,INLAND
-117.13,32.70,29.0,886.0,187.0,660.0,214.0,3.875,95700.0,<1H OCEAN
-119.15,36.15,27.0,450.0,73.0,366.0,69.0,2.8263,76600.0,INLAND
-120.66,38.11,43.0,2198.0,327.0,1011.0,338.0,3.8235,125000.0,<1H OCEAN
-117.89,34.22,16,2327,518,1613,464,6.3419,357200.0,<1H OCEAN
-117.15,32.86,18.0,3308.0,584.0,1621.0,567.0,3.4408000000000003,156200.0,<1H OCEAN
-118.15,34.17,28.0,1607.0,438.0,747.0,432.0,2.8661,109900.0,<1H OCEAN
-119.75,36.77,34.0,3726.0,675.0,1777.0,608.0,2.8354,97200.0,<1H OCEAN
-117.64,33.5,18.0,654.0,388.0,1226.0,368.0,5.242,172800.0,<1H OCEAN
-118.28,33.88,41.0,2121.0,478.0,1653.0,457.0,2.5647,192500.0,<1H OCEAN
-118.39,34.08,26.0,2457.0,614.0,1945.0,541.0,2.2136,83100.0,<1H OCEAN
-119.24,36.61,44.0,3027.0,546.0,1783.0,520.0,2.8611,101900.0,<1H OCEAN
-121.97,36.97,50.0,679.0,156.0,563.0,158.0,5.3035,213100.0,<1H OCEAN
-118.11,34.35,42,920,232,960,197,4.0109,194900.0,<1H OCEAN
-118.19,33.98,47.0,3574.0,711.0,3396.0,666.0,2.6169,84900.0,<1H OCEAN
-121.24,38.07,52.0,892.0,195.0,465.0,192.0,1.2317,85700.0,INLAND
-120.33,38.7,27.0,2669.0,696.0,2368,674,2.63,72500.0,<1H OCEAN
-117.87,34.12,42.0,7917.0,1373.0,4730.0,1371.0,3.9861,214400.0,<1H OCEAN
-118.3,34.14,10.0,1350.0,252.0,716.0,238.0,4.2955,169500.0,<1H OCEAN
-118.36,33.81,53.0,1743.0,329.0,719.0,306.0,4.1692,163200.0,<1H OCEAN
-119.74,36.77,16.0,1110.0,195.0,772.0,182.0,2.8462,80100.0,<1H OCEAN
-115.56,32.83,16.0,2232.0,343.0,1039.0,338.0,3.6085,132300.0,NEAR OCEAN
-117.33,33.18,5.0,286,103,191,92,3.481,150000.0,<1H OCEAN
-122.27,37.84,46.0,4908.0,1004.0,2021.0,1007.0,3.1094,166300.0,near bay
-119.77,36.83,19.0,1174.0,245.0,766.0,250.0,2.875,98900.0,<1H OCEAN
,34.05,43.0,663,206.0,773,235,1.79,106700.0,<1H OCEAN
-119.84,36.71,36.0,1034.0,480.0,1447,480,2.475,76800.0,INLAND
-118.14,33.8,43.0,2009.0,339.0,1671.0,278.0,3.401800000000001,155700.0,<1H OCEAN
-117.2,32.74,35.0,4565.0,774.0,3422.0,709.0,2.8966,186200.0,<1H OCEAN
-119.52,34.3844,18.0,2427.0,365.0,1525.0,336.0,3.6591,108500.0,<1H OCEAN
-120.5,34.66,40.0,2895.0,511.0,1730.0,486.0,4.9821,188500.0,NEAR OCEAN
-121.92,37.25,22.0,2089.0,360.0,980.0,358.0,5.5882,179200.0,<1H OCEAN
-121.75,36.84,47.0,1847.0,416.0,897.0,373.0,4.063,159800.0,NEAR BAY
-120.66,35.29,40.0,841.0,161.0,408.0,160.0,4.625,194200.0,INLAND
-117.16,33.17,15.0,3268.0,347.0,1372,307,8.076400756143173,449400.0,<1H OCEAN
-123.12,38.43,29.0,1214.0,213.0,598.0,206.0,4.1935,142400.0,<1H OCEAN
-119.76,36.73,38.0,1196.0,222.0,924.0,206.0,2.7292,98600.0,<1H OCEAN
-122.39,38.09,21.0,1851.0,317.0,930.0,303.0,5.0301,319100.0,<1H OCEAN
-118.17,33.91,32.0,3176.0,764.0,1845.0,676.0,3.4492,166400.0,<1H OCEAN
-118.47,34.25,24.0,5011.0,591.0,1847,572,3.325,315500.0,<1H OCEAN
-121.96,37.54,17.0,3026.0,641.0,1784.0,620.0,3.7778,143600.0,<1H OCEAN
-121.51,39.13,22.0,2974.0,509.0,1606.0,501.0,4.3092,131300.0,<1H OCEAN
-121.15,39.13,24.0,1654.0,525.0,1463,465,2.7361,171700.0,<1H OCEAN
-118.11,33.77,52.0,2842.0,422.0,1135.0,410.0,2.2857,99800.0,<1H OCEAN
-121.08,39.48,29.0,1409.0,329.0,963.0,331.0,4.7956,185000.0,<1H OCEAN
-119.68,36.31,10.0,4398.0,819.0,2330.0,747.0,5.0541,170800.0,near ocean
-118.16,33.84,44.0,2477.0,435.0,1633.0,463.0,3.4286,438100.0,<1H OCEAN
-118.35,33.83,16.0,1226.0,301.0,938.0,264.0,4.4408,197900.0,<1H OCEAN
-118.24,34.05,45.0,1415.0,318.0,1037.0,307.0,3.7792,316100.0,<1H OCEAN
-118.03,34.13,44.0,1738.0,421.0,1366.0,393.0,3.9292,157300.0,&lt;1H OCEAN&gt;
-117.12,32.71,6.0,1462.0,234.0,801.0,241.0,3.4048,140000.0,<1H OCEAN
-118.35,34.06,29.0,4321.0,742.0,2582.0,680.0,4.5767,205300.0,<1H OCEAN
-118.43,34.02,45.0,1283.0,238.0,769.0,254.0,2.625,201600.0,<1H OCEAN
-118.56,34.15,15.0,841.0,187.0,696.0,179.0,6.0288,320300.0,<1H OCEAN
-114.57,32.76,4.0,636.0,320.0,737.0,259.0,2.1602,52500.0,NEAR OCEAN
-117.08,32.69,31.0,1699.0,389.0,1565.0,378.0,3.0547,144000.0,NEAR OCEAN
-121.94,37.52,8.0,1627.0,450.0,1463.0,472.0,5.4574,142100.0,<1H OCEAN
-117.77,33.99,33.0,1630,368,1820,353,3.1933,153100.0,NEAR OCEAN
-119.37,36.3,26.0,1233.0,260.0,777.0,244.0,1.12,65500.0,<1H OCEAN
-119.66,36.31,19.0,613.0,103.0,285,95,4.2884,130700.0,<1H OCEAN
-121.98,37.26,46.0,693,156,387,161,2.3103,92500.0,&lt;1H OCEAN&gt;
-123.23,39.32,36.0,1715.0,605.0,1147.0,567.0,3.2596,295400.0,<1H OCEAN
-121.89,37.33,34,1406,336,259,93,3.3929,132600.0,<1H OCEAN
-119.94,38.35,31.0,902.0,96.0,326.0,89.0,2.0,87700.0,<1H OCEAN
-118.03,33.77,45.0,2174.0,475.0,1442.0,447.0,4.4833,199400.0,<1H OCEAN
-122.49,37.64,52.0,1479.0,363.0,962.0,335.0,2.258,128100.0,<1H OCEAN
-116.35,33.48,25.0,2808.0,499.0,1538.0,493.0,4.429,170800.0,<1H OCEAN
-115.59,32.79,11.0,678,94.0,259,67,3.4789,137500,<1H OCEAN
-117.15,32.72,36.0,3427.0,485.0,1353,441,3.6071,186300.0,<1H OCEAN
-121.89,37.34,15.0,3264.0,666.0,2152.0,607.0,3.875,115200.0,<1H OCEAN
-117.06,34.00,25.0,2244.0,539.0,1574,532,2.9173,154100.0,<1H OCEAN
-121.91,37.59,20.0,4959.0,914.0,2957.0,902.0,5.4234,261700.0,<1H OCEAN
-117.78,34.09,27.0,3860.0,713.0,2281.0,708.0,4.5469,214800.0,<1H OCEAN
-122.3,37.54,14.0,4049.0,879.0,3099.0,871.0,4.8056,213400.0,NEAR BAY
-118.46,34.02,18.0,2788.0,576.0,2547.0,553.0,3.2045,146100.0,<1H OCEAN
-118.38,34.03,39.0,921.0,204.0,582.0,202.0,4.3361,126800.0,<1H OCEAN
-118.42,34.02,28.0,6136.0,1199.0,5244.0,1201.0,4.181,317500.0,<1H OCEAN
-118.31,33.94,30.0,1575,307,775,302,4.556,209600.0,<1H OCEAN
-118.33,34.10,19.0,4796.0,1294.0,3947.0,1259.0,4.4167,268100.0,<1H OCEAN
-119.49,36.13,37.0,1278.0,281.0,870.0,284.0,2.4926,95100.0,<1H OCEAN
-118.14,33.78,31.0,1044.0,197.0,670.0,207.0,2.2266,148400.0,<1H OCEAN
-120.96,37.5,20.0,1353.0,372.0,1078.0,349.0,2.1125,78900.0,<1H OCEAN
-118.29,33.89,45.0,3268.0,555.0,1873.0,582.0,2.7634,465900.0,<1H OCEAN
-117.18,32.76,34.0,3819.0,854.0,2098.0,760.0,4.0299,228900.0,<1H OCEAN
-122.25,37.79,52.0,253.0,63.0,215.0,62.0,4.5714,60800.0,NEAR BAY
-122.02,37.0,52.0,982.0,186.0,456.0,174.0,4.5652,440600.0,NEAR BAY
-116.2,33.64,33.0,2905.0,971.0,2435.0,897.0,2.3676,112500.0,<1H OCEAN
-122.46,37.73,43.0,861,204,536,215,2.767,112500.0,<1H OCEAN
-118.05,34.08,50.0,3456.0,787.0,2070.0,774.0,3.4306,319800.0,<1H OCEAN
-117.07,33.08,45.0,1569.0,388.0,1198.0,362.0,3.8542,199900.0,<1H OCEAN
-122.45,37.74,49.0,1700.0,525.0,1668.0,502.0,3.375,238500.0,NEAR BAY
-118.39,33.73,32.0,3539.0,853.0,1959,733,4.3906,334900.0,<1H OCEAN
-118.49,34.19,22.0,2435.0,432.0,1542.0,422.0,5.4621,264800,<1H OCEAN
-121.38,38.60,52.0,2099.0,413.0,965.0,366.0,2.7941,146700.0,<1H OCEAN
-119.55,38.48,22.0,1282.0,305.0,905.0,292.0,4.2438,93300.0,<1H OCEAN
-119.38,36.35,26.0,1517.0,286.0,784.0,271.0,3.8496,112500.0,<1H OCEAN
-118.23,34.1,15,869,254,859,254,7.1511,384300.0,<1H OCEAN
-116.79,33.79,26.0,2179.0,391.0,1071.0,356.0,2.25,86700.0,<1H OCEAN
-118.34,33.96,18.0,3326.0,792.0,2028.0,742.0,2.9474,96400.0,<1H OCEAN
-118.1,34.0,14.0,1703.0,380.0,1421.0,352.0,3.7621,158500.0,<1H OCEAN
-118.24,34.34,25.0,1929.0,480.0,1011.0,468.0,2.0399,175000.0,<1H OCEAN
-119.28,34.29,17.0,1100.0,262.0,682.0,267.0,3.6341,154200.0,<1H OCEAN
-115.52,32.71,15.0,7706.0,1330.0,3161.0,1254.0,3.72,174300.0,<1H OCEAN
-118.13,34.11,25.0,3203.0,688.0,1629.0,616.0,3.9643,171600.0,<1H OCEAN
-116.33,33.16,18.0,2695.0,611.0,1589.0,566.0,2.256,90100.0,<1H OCEAN
-121.65,37.91,17.0,1009.0,187.0,834.0,188.0,4.68,206800.0,<1H OCEAN
-121.35,38.68,20.0,3811.0,755.0,2421.0,692.0,4.5375,269000.0,<1H OCEAN
-118.42,34.14,48.0,1434.0,276.0,945.0,252.0,2.7917,192000.0,<1H OCEAN
-118.08,33.9,45.0,2004,382,1313,366,3.9127,237600.0,<1H OCEAN
-118.02,34.08,37.0,2632,671.0,1984,594,4.4896,407100.0,<1H OCEAN
-120.8,38.0,19.0,1992.0,401.0,1490.0,372.0,1.6782,71300.0,<1H OCEAN
-121.46,38.27,15.0,2623.0,568.0,2162.0,553.0,3.6034,71200.0,<1H OCEAN
