longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.31,34.08,52.0,1525.0,282.0,853.0,267.0,3.1917,500001.0,<1H OCEAN
-118.3,34.07,36.0,1212.0,226.0,721.0,219.0,4.375,212500.0,<1H OCEAN
-118.33,34.07,35.0,1863.0,422.0,1437.0,416.0,3.875,174200.0,<1H OCEAN
-118.3,34.1,29.0,1666.0,358.0,1003.0,338.0,4.375,182100.0,<1H OCEAN
-118.3,34.1,33.0,1426.0,320.0,1025.0,303.0,2.875,150000.0,<1H OCEAN
-118.28,34.04,42.0,1865.0,356.0,1195.0,347.0,3.875,192300.0,<1H OCEAN
-117.04,32.71,33.0,1687.0,322.0,1023.0,303.0,3.875,172600.0,<1H OCEAN
-118.37,34.08,52.0,1688.0,322.0,1025.0,309.0,3.5486,500001.0,<1H OCEAN
-118.43,34.08,52.0,2511.0,489.0,1467.0,465.0,3.875,253800.0,<1H OCEAN
-118.3,34.1,29.0,1410.0,320.0,1015.0,303.0,3.5484,192300.0,<1H OCEAN
-118.34,33.93,29.0,1221.0,231.0,834.0,218.0,4.1518,191200.0,<1H OCEAN
-118.36,33.82,35.0,1546.0,296.0,914.0,292.0,3.875,186900.0,<1H OCEAN
-118.3,34.07,52.0,1820.0,319.0,914.0,307.0,3.875,500001.0,<1H OCEAN
-118.31,34.09,36.0,1239.0,222.0,719.0,214.0,4.375,187500.0,<1H OCEAN
-118.3,34.07,52.0,1687.0,322.0,1023.0,303.0,3.1917,500001.0,<1H OCEAN
-118.34,34.09,33.0,1631.0,358.0,1015.0,342.0,3.875,214800.0,<1H OCEAN
-118.3,34.06,38.0,1237.0,236.0,731.0,227.0,3.5484,193100.0,<1H OCEAN
-117.07,32.71,35.0,1608.0,322.0,1025.0,317.0,2.875,137500.0,<1H OCEAN
-118.3,34.08,52.0,1731.0,416.0,1239.0,410.0,3.1917,500001.0,<1H OCEAN
-118.46,34.07,52.0,1971.0,410.0,1039.0,398.0,2.875,154300.0,<1H OCEAN
-118.31,34.07,52.0,1703.0,389.0,1030.0,372.0,3.1917,500001.0,<1H OCEAN
-118.34,33.93,29.0,1336.0,253.0,710.0,238.0,3.875,186900.0,<1H OCEAN
-118.3,34.08,52.0,1387.0,236.0,719.0,219.0,3.125,150000.0,<1H OCEAN
-118.34,33.93,37.0,2236.0,399.0,1050.0,384.0,3.875,214200.0,<1H OCEAN
-118.23,34.13,36.0,1638,327,1079,322,2.875,137500.0,<1H OCEAN
-118.3,34.08,52.0,1680.0,322.0,1023.0,303.0,2.7857,103000.0,<1H OCEAN
-118.36,33.82,36.0,1787.0,322.0,1023.0,303.0,3.875,500001.0,<1H OCEAN
-118.22,33.8,52.0,1527.0,322.0,1006.0,322.0,2.875,500001.0,<1H OCEAN
-118.3,34.07,52.0,1527.0,322.0,1015.0,303.0,2.3661,500001.0,<1H OCEAN
-118.36,33.87,38.0,1339.0,282.0,1039.0,271.0,4.0132,191300.0,<1H OCEAN
-118.3,34.07,52.0,2738.0,538.0,1559.0,517.0,3.6857,500001.0,<1H OCEAN
-118.3,34.07,52.0,1527.0,322.0,914.0,317.0,3.1917,500001.0,<1H OCEAN
-118.46,34.07,52.0,1514.0,337.0,1015.0,303.0,3.125,500001.0,<1H OCEAN
-118.37,34.08,52.0,1686.0,322.0,1025.0,303.0,3.1917,156300.0,<1H OCEAN
-118.23,34.12,36.0,1962.0,426.0,1460.0,406.0,3.875,223100.0,<1H OCEAN
-118.3,33.91,27.0,1749.0,334.0,1005.0,325.0,4.375,221100.0,<1H OCEAN
-118.22,34.05,36.0,1775.0,332.0,1161.0,327.0,3.7917,212500.0,<1H OCEAN
-118.27,34.04,52.0,1500.0,308.0,1025.0,303.0,3.1917,500001.0,<1H OCEAN
-118.12,33.77,52.0,1867.0,372.0,1160.0,354.0,3.875,191300.0,<1H OCEAN
-118.34,33.93,29.0,1469.0,308.0,1015.0,303.0,3.1917,500001.0,<1H OCEAN
-118.34,33.91,35.0,1706.0,389.0,1023.0,372.0,2.9344,137500.0,<1H OCEAN
-118.22,34.08,52.0,1427.0,386.0,1030.0,368.0,3.6042,500001.0,<1H OCEAN
-118.37,34.08,52.0,1820.0,319.0,1075.0,303.0,3.1917,500001.0,<1H OCEAN
-118.35,34.08,35.0,1564.0,322.0,1202.0,313.0,3.1917,166900.0,<1H OCEAN
-118.36,34.1,29.0,1374.0,308.0,1001.0,292.0,3.6042,167100.0,<1H OCEAN
-119.58,36.31,25.0,1504.0,327.0,1135.0,303.0,2.3661,93800.0,<1H OCEAN
-118.3,34.08,52.0,1519.0,261.0,1020.0,248.0,4.0,181300.0,<1H OCEAN
-118.36,33.9,37.0,1745.0,309.0,1023.0,292.0,3.1917,183800.0,<1H OCEAN
-118.3,34.09,38.0,1537.0,322.0,1075.0,317.0,3.875,225000.0,<1H OCEAN
-118.36,34.08,35.0,1994.0,325.0,1083.0,317.0,3.875,236100.0,<1H OCEAN
-118.3,34.07,52.0,1669.0,295.0,1029.0,277.0,3.1917,500001.0,<1H OCEAN
-118.34,33.91,33.0,1235.0,320.0,1025.0,303.0,3.875,192300.0,<1H OCEAN
-118.37,34.08,52.0,1667.0,322.0,1023.0,313.0,3.875,212500.0,<1H OCEAN
-118.3,34.07,52.0,1667.0,322.0,1025.0,303.0,3.1917,500001.0,<1H OCEAN
-118.3,34.08,52.0,1704.0,389.0,1025.0,372.0,3.1917,500001.0,<1H OCEAN
-118.37,34.07,52.0,1703.0,389.0,1006.0,375.0,3.1917,500001.0,<1H OCEAN
-118.37,34.07,52.0,1687.0,322.0,1023.0,309.0,3.1917,500001.0,<1H OCEAN
-118.3,34.07,52.0,2224.0,389.0,1007.0,375.0,3.875,500001.0,<1H OCEAN
-118.34,33.91,35.0,1602.0,322.0,1067.0,322.0,3.125,150000.0,<1H OCEAN
-118.3,34.07,52.0,1682.0,322.0,1023.0,322.0,3.6042,174200.0,<1H OCEAN
-118.3,34.1,52.0,1863.0,409.0,1259.0,408.0,3.0,500001.0,<1H OCEAN
-118.38,34.03,28.0,1862.0,370.0,1175.0,357.0,3.875,246100.0,<1H OCEAN
-118.4,34.13,29.0,1612.0,322.0,1039.0,322.0,2.5,500001.0,<1H OCEAN
-118.38,34.08,52.0,2345.0,416.0,1165.0,393.0,3.875,212500.0,<1H OCEAN
-118.37,34.03,33.0,1487.0,310.0,1022.0,303.0,3.1917,500001.0,<1H OCEAN
-118.23,34.14,25.0,2319.0,414.0,1179.0,393.0,3.875,207000.0,<1H OCEAN
-118.34,33.91,36.0,1870.0,389.0,1248.0,376.0,3.875,253800.0,<1H OCEAN
-118.3,34.07,52.0,1820.0,319.0,1075.0,303.0,3.875,500001.0,<1H OCEAN
-118.37,34.08,52.0,1374.0,250.0,775.0,250.0,4.375,214200.0,<1H OCEAN
-118.38,34.03,44.0,1336.0,322.0,1056.0,322.0,3.1917,191700.0,<1H OCEAN
-118.24,34.05,36.0,1283.0,236.0,1003.0,227.0,4.0,206100.0,<1H OCEAN
-118.3,34.07,52.0,2372.0,438.0,1462.0,431.0,3.875,500001.0,<1H OCEAN
-118.45,34.07,52.0,1820.0,319.0,1001.0,296.0,3.1917,500001.0,<1H OCEAN
-118.3,33.93,26.0,1746.0,319.0,1015.0,298.0,3.875,191300.0,<1H OCEAN
-118.28,33.91,36.0,1674.0,322.0,1025.0,309.0,3.875,191300.0,<1H OCEAN
-118.3,34.08,52.0,1708.0,301.0,914.0,291.0,2.875,150000.0,<1H OCEAN
-118.37,34.08,35.0,2023.0,381.0,1135.0,344.0,3.875,253800.0,<1H OCEAN
-118.4,34.12,35.0,1391.0,326.0,1025.0,322.0,3.875,191300.0,<1H OCEAN
-119.05,34.2,18.0,1501.0,337.0,1015.0,312.0,2.3661,118800.0,<1H OCEAN
-118.3,34.08,52.0,1527.0,322.0,1099.0,302.0,3.1917,500001.0,<1H OCEAN
-117.05,32.71,16.0,1861.0,372.0,1175.0,372.0,4.0,161900.0,<1H OCEAN
-118.3,34.1,29.0,1924.0,322.0,1073.0,317.0,3.1912,142900.0,<1H OCEAN
-118.3,34.08,52.0,1527.0,322.0,1025.0,317.0,2.875,500001.0,<1H OCEAN
-118.34,33.91,37.0,1226.0,236.0,731.0,227.0,3.875,500001.0,<1H OCEAN
-118.34,33.91,36.0,1046.0,214.0,733.0,214.0,3.875,500001.0,<1H OCEAN
-118.3,34.08,52.0,2342.0,431.0,1239.0,410.0,3.875,500001.0,<1H OCEAN
-118.3,34.08,52.0,1820.0,319.0,1005.0,322.0,3.1912,500001.0,<1H OCEAN
-118.35,34.08,43.0,1437.0,331.0,1030.0,322.0,2.3661,118800.0,<1H OCEAN
-118.3,34.1,52.0,1469.0,354.0,1037.0,343.0,3.1917,500001.0,<1H OCEAN
-118.16,34.02,52.0,1688.0,322.0,1023.0,311.0,3.1917,500001.0,<1H OCEAN
-118.3,33.94,35.0,2013.0,469.0,1551.0,447.0,4.1518,500001.0,<1H OCEAN
-118.3,34.07,37.0,1235.0,320.0,1025.0,303.0,3.1917,500001.0,<1H OCEAN
-118.3,34.07,37.0,1271.0,236.0,840.0,221.0,4.1518,238500.0,<1H OCEAN
-118.34,33.93,26.0,1651.0,333.0,1025.0,317.0,3.875,207300.0,<1H OCEAN
-118.36,34.08,52.0,1665.0,322.0,914.0,317.0,2.3661,500001.0,<1H OCEAN
-118.13,33.77,52.0,1549.0,322.0,1079.0,322.0,3.1917,500001.0,<1H OCEAN
-118.08,33.92,36.0,2244.0,429.0,1052.0,393.0,4.375,222100.0,<1H OCEAN
-118.46,34.02,36.0,1566.0,324.0,1015.0,322.0,2.3088,100000.0,<1H OCEAN
-118.34,33.93,16.0,1615.0,337.0,1050.0,303.0,4.375,198500.0,<1H OCEAN
-117.03,32.71,15.0,1288.0,244.0,775.0,239.0,4.375,197900.0,<1H OCEAN
-118.36,34.08,34.0,2127.0,429.0,1239.0,416.0,3.875,191300.0,<1H OCEAN
-118.38,34.08,52.0,1527.0,322.0,1097.0,312.0,2.3661,500001.0,<1H OCEAN
-118.34,33.91,36.0,1281.0,236.0,787.0,243.0,3.875,191300.0,<1H OCEAN
-118.36,34.08,36.0,1863.0,409.0,1070.0,372.0,3.875,253100.0,<1H OCEAN
-118.36,34.08,52.0,1681.0,322.0,1025.0,309.0,3.875,192300.0,<1H OCEAN
-118.19,34.12,36.0,2193.0,383.0,1009.0,356.0,4.2727,218600.0,<1H OCEAN
-118.34,33.93,36.0,1660.0,369.0,1663.0,357.0,3.875,194100.0,<1H OCEAN
-118.31,34.08,52.0,1772.0,319.0,914.0,307.0,3.1912,500001.0,<1H OCEAN
-118.3,34.07,52.0,1687.0,322.0,1028.0,303.0,3.1912,500001.0,<1H OCEAN
-118.3,34.07,15.0,1374.0,236.0,731.0,227.0,4.125,241100.0,<1H OCEAN
-118.31,34.09,36.0,1969.0,356.0,1165.0,346.0,3.1917,161300.0,<1H OCEAN
-118.3,34.07,52.0,1686.0,322.0,1023.0,318.0,3.1917,500001.0,<1H OCEAN
-118.34,33.93,35.0,1211.0,236.0,693.0,221.0,3.875,500001.0,<1H OCEAN
-118.37,34.08,52.0,1527.0,322.0,1015.0,303.0,3.1917,500001.0,<1H OCEAN
-118.34,33.91,26.0,1377.0,236.0,731.0,221.0,3.875,500001.0,<1H OCEAN
-118.36,34.08,52.0,2021.0,371.0,1039.0,355.0,2.3661,118800.0,<1H OCEAN
-118.3,34.08,52.0,1504.0,329.0,1134.0,322.0,3.0,500001.0,<1H OCEAN
-118.3,34.07,52.0,2954.0,505.0,1434.0,485.0,3.125,500001.0,<1H OCEAN
-118.3,34.07,52.0,1663.0,342.0,1052.0,317.0,4.375,212500.0,<1H OCEAN
-118.3,34.07,43.0,1239.0,331.0,1235.0,319.0,3.875,173400.0,<1H OCEAN
-118.3,34.07,52.0,1519.0,322.0,1063.0,322.0,2.875,500001.0,<1H OCEAN
-118.3,33.87,16.0,1470.0,261.0,1099.0,248.0,5.2636,500001.0,<1H OCEAN
-118.3,34.07,52.0,2199.0,499.0,1175.0,461.0,3.1917,166900.0,<1H OCEAN
-118.3,34.07,45.0,1395.0,346.0,1015.0,339.0,2.3661,142900.0,<1H OCEAN
-118.3,34.07,52.0,1915.0,409.0,1259.0,408.0,3.875,500001.0,<1H OCEAN
-118.36,34.08,52.0,1589.0,322.0,1067.0,322.0,2.875,150000.0,<1H OCEAN
-119.79,36.76,52.0,1820.0,300.0,806.0,270.0,3.0,100000.0,<1H OCEAN
-118.35,33.91,35.0,1431.0,320.0,1025.0,303.0,3.875,500001.0,<1H OCEAN
-118.37,34.08,52.0,1820.0,319.0,1004.0,303.0,2.3661,500001.0,<1H OCEAN
-118.31,34.07,52.0,1687.0,322.0,1004.0,322.0,3.25,187500.0,<1H OCEAN
-118.36,33.91,36.0,1212.0,236.0,703.0,227.0,3.875,193800.0,<1H OCEAN
-119.8,36.77,52.0,1820.0,300.0,806.0,270.0,3.1917,500001.0,<1H OCEAN
-117.05,32.75,52.0,1399.0,308.0,1007.0,297.0,3.875,137500.0,<1H OCEAN
-118.3,34.08,52.0,1867.0,331.0,1030.0,322.0,3.875,500001.0,<1H OCEAN
-118.01,33.87,36.0,1867.0,372.0,1406.0,355.0,3.875,183800.0,<1H OCEAN
-118.37,34.08,52.0,1527.0,322.0,914.0,317.0,3.1917,500001.0,<1H OCEAN
-118.3,34.07,43.0,1518.0,322.0,1050.0,322.0,3.1917,500001.0,<1H OCEAN
-118.37,34.07,36.0,1272.0,236.0,838.0,227.0,3.875,177500.0,<1H OCEAN
-118.46,34.08,52.0,1273.0,236.0,684.0,230.0,3.875,500001.0,<1H OCEAN
-117.14,32.76,17.0,1194.0,236.0,864.0,227.0,3.875,137500.0,<1H OCEAN
-118.3,34.07,52.0,1870.0,334.0,1025.0,317.0,3.1917,500001.0,<1H OCEAN
-118.28,34.08,52.0,2011.0,384.0,1039.0,356.0,2.3661,500001.0,<1H OCEAN
-117.03,32.71,33.0,1551.0,322.0,1007.0,322.0,3.875,163800.0,<1H OCEAN
-118.36,34.08,52.0,1233.0,320.0,1025.0,303.0,3.1917,161900.0,<1H OCEAN
-118.34,34.08,52.0,2401.0,479.0,1658.0,438.0,3.875,500001.0,<1H OCEAN
-118.34,33.91,27.0,2319.0,462.0,1656.0,448.0,3.875,191300.0,<1H OCEAN
-118.3,34.1,43.0,1235.0,320.0,1015.0,303.0,2.6944,500001.0,<1H OCEAN
-118.36,34.08,52.0,1674.0,322.0,1023.0,322.0,2.3661,500001.0,<1H OCEAN
-117.06,32.71,36.0,1749.0,322.0,914.0,307.0,3.875,131300.0,<1H OCEAN
-118.37,34.08,52.0,1421.0,329.0,1077.0,322.0,3.4167,500001.0,<1H OCEAN
-118.33,34.08,36.0,1283.0,222.0,862.0,218.0,3.125,150000.0,<1H OCEAN
-118.37,34.08,52.0,2031.0,372.0,1050.0,355.0,2.3661,500001.0,<1H OCEAN
-118.3,34.07,52.0,1527.0,322.0,1073.0,317.0,2.875,150000.0,<1H OCEAN
-117.03,32.71,16.0,1861.0,360.0,1351.0,355.0,3.875,181300.0,<1H OCEAN
-118.3,34.1,29.0,1610.0,461.0,1509.0,429.0,3.125,214200.0,<1H OCEAN
-118.33,34.08,52.0,1861.0,357.0,1015.0,356.0,2.875,137500.0,<1H OCEAN
-118.34,33.93,35.0,1525.0,358.0,1015.0,336.0,3.875,191300.0,<1H OCEAN
-118.31,34.09,39.0,1247.0,244.0,759.0,244.0,3.875,500001.0,<1H OCEAN
-118.37,34.08,52.0,1506.0,320.0,1025.0,303.0,3.1917,500001.0,<1H OCEAN
-118.32,34.09,37.0,1237.0,236.0,658.0,227.0,4.1518,237500.0,<1H OCEAN
-118.16,33.77,52.0,1501.0,308.0,1025.0,303.0,3.1917,500001.0,<1H OCEAN
-118.3,34.07,52.0,1551.0,322.0,1007.0,322.0,3.1917,500001.0,<1H OCEAN
-118.14,33.77,35.0,1374.0,236.0,731.0,238.0,3.875,172200.0,<1H OCEAN
-118.34,33.91,31.0,1551.0,358.0,1015.0,342.0,3.875,197000.0,<1H OCEAN
-118.3,34.07,52.0,1687.0,322.0,1023.0,303.0,3.1917,500001.0,<1H OCEAN
-118.3,34.07,44.0,1660.0,322.0,1023.0,303.0,3.1917,191300.0,<1H OCEAN
-118.37,34.09,36.0,2459.0,515.0,1656.0,499.0,3.5486,500001.0,<1H OCEAN
-118.3,34.07,43.0,1429.0,332.0,1007.0,317.0,4.375,191700.0,<1H OCEAN
-118.37,34.14,36.0,1436.0,301.0,1020.0,292.0,3.7917,225000.0,<1H OCEAN
-118.31,33.91,35.0,1354.0,251.0,802.0,244.0,3.875,500001.0,<1H OCEAN
-118.3,33.91,33.0,1233.0,320.0,1039.0,282.0,4.0132,203100.0,<1H OCEAN
-118.3,34.1,33.0,1427.0,329.0,1020.0,322.0,3.875,155400.0,<1H OCEAN
-118.24,34.05,36.0,1195.0,238.0,684.0,237.0,3.875,191300.0,<1H OCEAN
-118.34,33.93,32.0,1537.0,332.0,1095.0,303.0,3.875,500001.0,<1H OCEAN
-118.31,34.09,42.0,1542.0,311.0,1026.0,303.0,2.3661,112500.0,<1H OCEAN
-118.39,34.12,36.0,1684.0,389.0,1083.0,372.0,2.375,132000.0,<1H OCEAN
-118.3,33.91,29.0,1501.0,320.0,862.0,292.0,3.1917,157500.0,<1H OCEAN
-118.3,34.07,52.0,1375.0,325.0,1004.0,322.0,2.6354,500001.0,<1H OCEAN
-118.31,34.08,52.0,1820.0,322.0,914.0,317.0,3.1917,500001.0,<1H OCEAN
-118.35,34.08,42.0,2144.0,416.0,1396.0,409.0,4.1518,224100.0,<1H OCEAN
-118.34,33.92,38.0,1206.0,267.0,1026.0,250.0,3.875,181300.0,<1H OCEAN
-118.3,33.93,29.0,1233.0,236.0,791.0,235.0,2.875,137500.0,<1H OCEAN
-118.3,34.07,52.0,1706.0,365.0,1050.0,336.0,3.875,500001.0,<1H OCEAN
-118.36,34.08,42.0,1513.0,296.0,914.0,292.0,3.875,191300.0,<1H OCEAN
-118.3,34.07,52.0,1731.0,347.0,1050.0,322.0,2.875,150000.0,<1H OCEAN
-118.44,34.02,33.0,1870.0,371.0,1244.0,357.0,3.875,253800.0,<1H OCEAN
-118.37,34.07,52.0,1820.0,319.0,1002.0,322.0,3.875,500001.0,<1H OCEAN
-118.37,34.08,52.0,1469.0,301.0,1015.0,292.0,3.1917,500001.0,<1H OCEAN
-118.16,33.77,52.0,2202.0,418.0,1209.0,393.0,3.1917,187500.0,<1H OCEAN
-118.34,33.93,32.0,1631.0,358.0,1015.0,356.0,3.875,191300.0,<1H OCEAN
-118.3,34.07,52.0,2381.0,479.0,1651.0,462.0,3.875,191300.0,<1H OCEAN
-118.28,34.08,52.0,1687.0,322.0,1023.0,317.0,3.1917,500001.0,<1H OCEAN
-118.39,34.14,28.0,1982.0,380.0,1093.0,356.0,3.875,191300.0,<1H OCEAN
-118.3,34.07,52.0,1551.0,372.0,1059.0,351.0,3.1917,500001.0,<1H OCEAN
-117.08,32.57,16.0,2239.0,372.0,1163.0,355.0,4.0132,173800.0,<1H OCEAN
-118.17,33.91,36.0,1026.0,193.0,635.0,179.0,3.875,238500.0,<1H OCEAN
-118.05,33.82,45.0,1974.0,398.0,1198.0,375.0,3.875,186500.0,<1H OCEAN
-118.34,33.91,29.0,1663.0,333.0,1015.0,303.0,3.1917,137500.0,<1H OCEAN
-119.81,36.77,52.0,2346.0,429.0,1056.0,398.0,2.875,104200.0,<1H OCEAN
-118.3,34.08,52.0,1719.0,358.0,1000.0,342.0,2.5625,500001.0,<1H OCEAN
-118.45,34.07,52.0,1820.0,319.0,1002.0,303.0,3.1917,500001.0,<1H OCEAN
-118.31,33.89,36.0,1214.0,271.0,1025.0,266.0,4.0132,197100.0,<1H OCEAN
-118.34,33.91,36.0,2013.0,361.0,1007.0,353.0,3.875,191300.0,<1H OCEAN
-118.39,34.12,29.0,1467.0,296.0,1015.0,274.0,3.1917,181300.0,<1H OCEAN
-118.34,34.08,52.0,1627.0,322.0,1060.0,322.0,3.1917,500001.0,<1H OCEAN
-118.3,34.07,52.0,1820.0,322.0,914.0,307.0,3.1917,500001.0,<1H OCEAN
-118.3,34.07,52.0,1863.0,409.0,1356.0,377.0,3.875,187500.0,<1H OCEAN
-118.22,33.79,43.0,1230.0,245.0,1025.0,236.0,3.875,221300.0,<1H OCEAN
-118.3,33.94,21.0,1663.0,352.0,1133.0,338.0,3.875,192300.0,<1H OCEAN
-118.34,33.91,26.0,2342.0,501.0,1551.0,471.0,4.1518,253900.0,<1H OCEAN
-118.36,34.06,36.0,1944.0,389.0,946.0,367.0,4.1518,191700.0,<1H OCEAN
-118.34,33.91,36.0,1962.0,399.0,1085.0,372.0,2.9344,137500.0,<1H OCEAN
-118.3,34.08,35.0,1862.0,357.0,1015.0,356.0,4.1518,241300.0,<1H OCEAN
-118.34,33.93,42.0,1510.0,354.0,1364.0,329.0,3.875,191300.0,<1H OCEAN
-118.3,33.91,35.0,1380.0,303.0,1125.0,293.0,3.875,192800.0,<1H OCEAN
-118.3,34.07,42.0,1869.0,358.0,1015.0,329.0,3.875,191300.0,<1H OCEAN
-119.8,36.78,52.0,1501.0,337.0,1025.0,322.0,2.625,104200.0,<1H OCEAN
-118.37,34.08,52.0,1838.0,416.0,1316.0,394.0,3.1917,500001.0,<1H OCEAN
-118.31,34.08,33.0,1651.0,358.0,1015.0,336.0,3.875,500001.0,<1H OCEAN
-118.36,34.07,35.0,1429.0,262.0,1041.0,253.0,4.375,182100.0,<1H OCEAN
-118.3,34.07,52.0,1688.0,322.0,914.0,307.0,3.875,217000.0,<1H OCEAN
-118.06,34.08,52.0,1551.0,358.0,1025.0,342.0,2.3661,118800.0,<1H OCEAN
-118.3,34.07,52.0,1820.0,326.0,1023.0,317.0,3.875,500001.0,<1H OCEAN
-118.3,34.07,52.0,1307.0,244.0,767.0,231.0,3.875,500001.0,<1H OCEAN
-118.3,34.07,52.0,2347.0,431.0,1198.0,441.0,3.875,205600.0,<1H OCEAN
-118.3,34.08,52.0,1504.0,327.0,1044.0,322.0,3.1917,500001.0,<1H OCEAN
-118.28,34.04,23.0,1685.0,315.0,1021.0,298.0,3.875,500001.0,<1H OCEAN
