prefix,suffix,response
"longitude = -118.21, latitude = 34.14, housing_median_age = 25.0, total_rooms = 1908.0, total_bedrooms = 628.0, population = 1412.0, households = 588.0, median_house_value = 189800.0, ocean_proximity = <1H OCEAN",median_income = 2.2267,median_income = 2.7303
"longitude = -118.19, latitude = 34.05, housing_median_age = 42.0, total_rooms = 1291.0, total_bedrooms = 345.0, population = 1535.0, households = 332.0, median_house_value = 119200.0, ocean_proximity = <1H OCEAN",median_income = 1.9083,median_income = 2.4167
"longitude = -118.07, latitude = 34.17, housing_median_age = 36.0, total_rooms = 2415.0, total_bedrooms = 394.0, population = 1215.0, households = 413.0, median_house_value = 326100.0, ocean_proximity = INLAND",median_income = 5.5418,median_income = 4.375
"longitude = -118.03, latitude = 33.83, housing_median_age = 25.0, total_rooms = 3030.0, total_bedrooms = 532.0, population = 1668.0, households = 509.0, median_house_value = 229600.0, ocean_proximity = <1H OCEAN",median_income = 4.625,median_income = 4.036
"longitude = -122.14, latitude = 37.41, housing_median_age = 35.0, total_rooms = 2419.0, total_bedrooms = 426.0, population = 949.0, households = 433.0, median_house_value = 437100.0, ocean_proximity = NEAR BAY",median_income = 6.4588,median_income = 4.7467
"longitude = -122.31, latitude = 37.93, housing_median_age = 39.0, total_rooms = 2505.0, total_bedrooms = 371.0, population = 872.0, households = 345.0, median_house_value = 286500.0, ocean_proximity = NEAR BAY",median_income = 5.3433,median_income = 4.0368
"longitude = -118.15, latitude = 33.97, housing_median_age = 32.0, total_rooms = 1174.0, total_bedrooms = 373.0, population = 1758.0, households = 361.0, median_house_value = 158100.0, ocean_proximity = <1H OCEAN",median_income = 2.4263,median_income = 2.9327
"longitude = -121.93, latitude = 37.3, housing_median_age = 16.0, total_rooms = 1111.0, total_bedrooms = 226.0, population = 317.0, households = 199.0, median_house_value = 233300.0, ocean_proximity = <1H OCEAN",median_income = 2.7153,median_income = 3.8333
"longitude = -121.35, latitude = 38.59, housing_median_age = 29.0, total_rooms = 1285.0, total_bedrooms = 193.0, population = 460.0, households = 206.0, median_house_value = 265700.0, ocean_proximity = INLAND",median_income = 5.3243,median_income = 3.2708
"longitude = -118.06, latitude = 34.09, housing_median_age = 38.0, total_rooms = 2036.0, total_bedrooms = 388.0, population = 1096.0, households = 371.0, median_house_value = 262500.0, ocean_proximity = <1H OCEAN",median_income = 4.0625,median_income = 3.5542
"longitude = -120.51, latitude = 36.86, housing_median_age = 21.0, total_rooms = 1779.0, total_bedrooms = 399.0, population = 1446.0, households = 371.0, median_house_value = 71900.0, ocean_proximity = INLAND",median_income = 2.4414,median_income = 1.3578
"longitude = -118.28, latitude = 33.92, housing_median_age = 39.0, total_rooms = 1274.0, total_bedrooms = 282.0, population = 975.0, households = 277.0, median_house_value = 90400.0, ocean_proximity = <1H OCEAN",median_income = 1.5114,median_income = 1.5795
"longitude = -119.28, latitude = 36.35, housing_median_age = 7.0, total_rooms = 3598.0, total_bedrooms = 701.0, population = 2080.0, households = 678.0, median_house_value = 72400.0, ocean_proximity = INLAND",median_income = 3.1111,median_income = 2.5472
"longitude = -118.31, latitude = 34.06, housing_median_age = 31.0, total_rooms = 2827.0, total_bedrooms = 1084.0, population = 3107.0, households = 993.0, median_house_value = 360000.0, ocean_proximity = <1H OCEAN",median_income = 2.0278,median_income = 3.8462
"longitude = -118.14, latitude = 34.71, housing_median_age = 32.0, total_rooms = 1164.0, total_bedrooms = 248.0, population = 588.0, households = 270.0, median_house_value = 86900.0, ocean_proximity = INLAND",median_income = 1.1917,median_income = 1.5833
"longitude = -117.64, latitude = 34.05, housing_median_age = 32.0, total_rooms = 1129.0, total_bedrooms = 251.0, population = 1378.0, households = 268.0, median_house_value = 96900.0, ocean_proximity = INLAND",median_income = 3.0057,median_income = 2.6250
"longitude = -118.19, latitude = 34.02, housing_median_age = 44.0, total_rooms = 2702.0, total_bedrooms = 770.0, population = 3260.0, households = 721.0, median_house_value = 144800.0, ocean_proximity = <1H OCEAN",median_income = 2.3575,median_income = 3.3438
"longitude = -118.0, latitude = 33.89, housing_median_age = 34.0, total_rooms = 1932.0, total_bedrooms = 315.0, population = 1053.0, households = 316.0, median_house_value = 213300.0, ocean_proximity = <1H OCEAN",median_income = 5.1377,median_income = 3.8462
"longitude = -117.09, latitude = 34.07, housing_median_age = 24.0, total_rooms = 6260.0, total_bedrooms = 1271.0, population = 3132.0, households = 1189.0, median_house_value = 103000.0, ocean_proximity = INLAND",median_income = 2.5156,median_income = 2.4167
"longitude = -121.3, latitude = 38.74, housing_median_age = 41.0, total_rooms = 4374.0, total_bedrooms = 1039.0, population = 2387.0, households = 959.0, median_house_value = 87900.0, ocean_proximity = INLAND",median_income = 2.3611,median_income = 2.5472
"longitude = -117.92, latitude = 33.84, housing_median_age = 38.0, total_rooms = 1316.0, total_bedrooms = 263.0, population = 671.0, households = 278.0, median_house_value = 220000.0, ocean_proximity = <1H OCEAN",median_income = 3.2969,median_income = 4.6908
"longitude = -117.78, latitude = 34.03, housing_median_age = 8.0, total_rooms = 32054.0, total_bedrooms = 5290.0, population = 15507.0, households = 5050.0, median_house_value = 253900.0, ocean_proximity = <1H OCEAN",median_income = 6.0191,median_income = 6.6288
"longitude = -117.91, latitude = 33.71, housing_median_age = 16.0, total_rooms = 3113.0, total_bedrooms = 783.0, population = 1719.0, households = 715.0, median_house_value = 145700.0, ocean_proximity = <1H OCEAN",median_income = 3.6505,median_income = 2.7456
"longitude = -120.61, latitude = 35.1, housing_median_age = 14.0, total_rooms = 2919.0, total_bedrooms = 691.0, population = 1896.0, households = 577.0, median_house_value = 142100.0, ocean_proximity = <1H OCEAN",median_income = 2.4003,median_income = 2.3571
"longitude = -118.23, latitude = 33.96, housing_median_age = 36.0, total_rooms = 1062.0, total_bedrooms = 270.0, population = 1136.0, households = 273.0, median_house_value = 109100.0, ocean_proximity = <1H OCEAN",median_income = 1.6597,median_income = 3.0694
"longitude = -119.81, latitude = 36.73, housing_median_age = 47.0, total_rooms = 1314.0, total_bedrooms = 416.0, population = 1155.0, households = 326.0, median_house_value = 49600.0, ocean_proximity = INLAND",median_income = 1.372,median_income = 1.8654
"longitude = -118.3, latitude = 34.02, housing_median_age = 31.0, total_rooms = 1933.0, total_bedrooms = 478.0, population = 1522.0, households = 423.0, median_house_value = 119300.0, ocean_proximity = <1H OCEAN",median_income = 1.5781,median_income = 3.6696
"longitude = -121.88, latitude = 37.37, housing_median_age = 3.0, total_rooms = 4430.0, total_bedrooms = 841.0, population = 2559.0, households = 801.0, median_house_value = 272700.0, ocean_proximity = <1H OCEAN",median_income = 6.0959,median_income = 6.0395
"longitude = -117.13, latitude = 32.73, housing_median_age = 52.0, total_rooms = 1148.0, total_bedrooms = 214.0, population = 481.0, households = 215.0, median_house_value = 240900.0, ocean_proximity = NEAR OCEAN",median_income = 5.454,median_income = 3.7917
"longitude = -121.92, latitude = 40.52, housing_median_age = 13.0, total_rooms = 4581.0, total_bedrooms = 881.0, population = 1799.0, households = 734.0, median_house_value = 99500.0, ocean_proximity = INLAND",median_income = 2.2993,median_income = 2.4167
"longitude = -120.4, latitude = 34.87, housing_median_age = 10.0, total_rooms = 2197.0, total_bedrooms = 329.0, population = 1064.0, households = 319.0, median_house_value = 199600.0, ocean_proximity = <1H OCEAN",median_income = 4.9766,median_income = 3.7857
"longitude = -119.69, latitude = 36.85, housing_median_age = 20.0, total_rooms = 2655.0, total_bedrooms = 432.0, population = 1081.0, households = 379.0, median_house_value = 143100.0, ocean_proximity = INLAND",median_income = 4.5398,median_income = 3.225
"longitude = -123.41, latitude = 41.6, housing_median_age = 23.0, total_rooms = 1654.0, total_bedrooms = 369.0, population = 669.0, households = 273.0, median_house_value = 65400.0, ocean_proximity = INLAND",median_income = 1.965,median_income = 2.4167
"longitude = -122.45, latitude = 37.81, housing_median_age = 52.0, total_rooms = 1375.0, total_bedrooms = 322.0, population = 287.0, households = 184.0, median_house_value = 500001.0, ocean_proximity = NEAR BAY",median_income = 3.9028,median_income = 7.75
"longitude = -122.0, latitude = 37.23, housing_median_age = 36.0, total_rooms = 3191.0, total_bedrooms = 430.0, population = 1234.0, households = 440.0, median_house_value = 500001.0, ocean_proximity = <1H OCEAN",median_income = 9.0704,median_income = 6.4654
"longitude = -118.93, latitude = 35.37, housing_median_age = 34.0, total_rooms = 2412.0, total_bedrooms = 446.0, population = 1558.0, households = 421.0, median_house_value = 62800.0, ocean_proximity = INLAND",median_income = 2.6903,median_income = 1.4817
"longitude = -117.64, latitude = 33.63, housing_median_age = 10.0, total_rooms = 4814.0, total_bedrooms = 643.0, population = 1808.0, households = 588.0, median_house_value = 436600.0, ocean_proximity = <1H OCEAN",median_income = 8.798,median_income = 6.6287
"longitude = -120.81, latitude = 39.02, housing_median_age = 30.0, total_rooms = 806.0, total_bedrooms = 189.0, population = 326.0, households = 146.0, median_house_value = 101000.0, ocean_proximity = INLAND",median_income = 2.8155,median_income = 2.1607
"longitude = -118.07, latitude = 33.88, housing_median_age = 16.0, total_rooms = 4934.0, total_bedrooms = 825.0, population = 2668.0, households = 810.0, median_house_value = 284200.0, ocean_proximity = <1H OCEAN",median_income = 5.748,median_income = 4.0732
"longitude = -117.52, latitude = 33.84, housing_median_age = 20.0, total_rooms = 688.0, total_bedrooms = 146.0, population = 575.0, households = 144.0, median_house_value = 111000.0, ocean_proximity = INLAND",median_income = 3.55,median_income = 2.375
"longitude = -119.18, latitude = 34.21, housing_median_age = 46.0, total_rooms = 2062.0, total_bedrooms = 484.0, population = 1522.0, households = 469.0, median_house_value = 213900.0, ocean_proximity = NEAR OCEAN",median_income = 3.087,median_income = 3.875
"longitude = -119.54, latitude = 36.52, housing_median_age = 16.0, total_rooms = 2703.0, total_bedrooms = 415.0, population = 1106.0, households = 372.0, median_house_value = 120900.0, ocean_proximity = INLAND",median_income = 4.2045,median_income = 2.1182
"longitude = -117.3, latitude = 34.18, housing_median_age = 19.0, total_rooms = 2526.0, total_bedrooms = 381.0, population = 1176.0, households = 381.0, median_house_value = 137100.0, ocean_proximity = INLAND",median_income = 5.5136,median_income = 2.9312
"longitude = -120.84, latitude = 35.37, housing_median_age = 34.0, total_rooms = 3279.0, total_bedrooms = 714.0, population = 1397.0, households = 646.0, median_house_value = 200000.0, ocean_proximity = NEAR OCEAN",median_income = 2.5552,median_income = 3.1250
"longitude = -122.44, latitude = 37.75, housing_median_age = 28.0, total_rooms = 4930.0, total_bedrooms = 1381.0, population = 2232.0, households = 1321.0, median_house_value = 316200.0, ocean_proximity = NEAR BAY",median_income = 4.3232,median_income = 4.1518
"longitude = -116.25, latitude = 33.75, housing_median_age = 33.0, total_rooms = 278.0, total_bedrooms = 91.0, population = 375.0, households = 81.0, median_house_value = 50000.0, ocean_proximity = INLAND",median_income = 2.025,median_income = 1.7083
"longitude = -118.09, latitude = 33.94, housing_median_age = 33.0, total_rooms = 1976.0, total_bedrooms = 404.0, population = 1379.0, households = 395.0, median_house_value = 175400.0, ocean_proximity = <1H OCEAN",median_income = 3.8542,median_income = 2.875
"longitude = -120.14, latitude = 36.04, housing_median_age = 27.0, total_rooms = 2533.0, total_bedrooms = 518.0, population = 1371.0, households = 461.0, median_house_value = 60900.0, ocean_proximity = INLAND",median_income = 2.9708,median_income = 1.9479
"longitude = -115.54, latitude = 32.79, housing_median_age = 23.0, total_rooms = 1712.0, total_bedrooms = 403.0, population = 1370.0, households = 377.0, median_house_value = 60400.0, ocean_proximity = INLAND",median_income = 1.275,median_income = 2.5714
"longitude = -118.28, latitude = 34.03, housing_median_age = 41.0, total_rooms = 1933.0, total_bedrooms = 791.0, population = 3121.0, households = 719.0, median_house_value = 147500.0, ocean_proximity = <1H OCEAN",median_income = 1.8539,median_income = 2.5755
"longitude = -121.06, latitude = 38.51, housing_median_age = 6.0, total_rooms = 6873.0, total_bedrooms = 959.0, population = 2354.0, households = 931.0, median_house_value = 263100.0, ocean_proximity = INLAND",median_income = 6.8869,median_income = 4.3898
"longitude = -117.96, latitude = 33.82, housing_median_age = 29.0, total_rooms = 2176.0, total_bedrooms = 468.0, population = 1632.0, households = 428.0, median_house_value = 180400.0, ocean_proximity = <1H OCEAN",median_income = 3.707,median_income = 4.8984
"longitude = -117.67, latitude = 34.12, housing_median_age = 15.0, total_rooms = 3162.0, total_bedrooms = 495.0, population = 1145.0, households = 473.0, median_house_value = 191700.0, ocean_proximity = INLAND",median_income = 5.3525,median_income = 4.875
"longitude = -122.32, latitude = 37.55, housing_median_age = 44.0, total_rooms = 2151.0, total_bedrooms = 411.0, population = 849.0, households = 370.0, median_house_value = 397100.0, ocean_proximity = NEAR OCEAN",median_income = 4.4583,median_income = 4.4375
"longitude = -122.13, latitude = 37.45, housing_median_age = 37.0, total_rooms = 1287.0, total_bedrooms = 197.0, population = 510.0, households = 206.0, median_house_value = 500001.0, ocean_proximity = NEAR BAY",median_income = 7.9029,median_income = 7.9234
"longitude = -118.15, latitude = 33.79, housing_median_age = 25.0, total_rooms = 4013.0, total_bedrooms = 1097.0, population = 2297.0, households = 969.0, median_house_value = 185900.0, ocean_proximity = NEAR OCEAN",median_income = 3.0453,median_income = 4.375
"longitude = -120.57, latitude = 40.43, housing_median_age = 15.0, total_rooms = 2045.0, total_bedrooms = 461.0, population = 1121.0, households = 402.0, median_house_value = 71500.0, ocean_proximity = INLAND",median_income = 2.6902,median_income = 1.5837
"longitude = -121.42, latitude = 38.48, housing_median_age = 13.0, total_rooms = 7880.0, total_bedrooms = 1992.0, population = 4749.0, households = 1882.0, median_house_value = 116000.0, ocean_proximity = INLAND",median_income = 1.9657,median_income = 2.1782
"longitude = -122.3, latitude = 38.25, housing_median_age = 18.0, total_rooms = 3548.0, total_bedrooms = 880.0, population = 1476.0, households = 699.0, median_house_value = 163400.0, ocean_proximity = NEAR BAY",median_income = 3.7188,median_income = 3.1917
"longitude = -121.96, latitude = 37.33, housing_median_age = 35.0, total_rooms = 2294.0, total_bedrooms = 411.0, population = 1054.0, households = 449.0, median_house_value = 276900.0, ocean_proximity = <1H OCEAN",median_income = 4.0667,median_income = 4.8519
"longitude = -116.98, latitude = 32.8, housing_median_age = 28.0, total_rooms = 5721.0, total_bedrooms = 1029.0, population = 2672.0, households = 1054.0, median_house_value = 164400.0, ocean_proximity = <1H OCEAN",median_income = 3.963,median_income = 3.1917
"longitude = -121.91, latitude = 36.59, housing_median_age = 31.0, total_rooms = 2034.0, total_bedrooms = 335.0, population = 966.0, households = 322.0, median_house_value = 291300.0, ocean_proximity = NEAR OCEAN",median_income = 4.6964,median_income = 5.8704
"longitude = -117.77, latitude = 33.55, housing_median_age = 28.0, total_rooms = 2024.0, total_bedrooms = 297.0, population = 617.0, households = 274.0, median_house_value = 499100.0, ocean_proximity = <1H OCEAN",median_income = 6.7861,median_income = 8.5545
"longitude = -118.37, latitude = 34.14, housing_median_age = 21.0, total_rooms = 4670.0, total_bedrooms = 1161.0, population = 1914.0, households = 1094.0, median_house_value = 367700.0, ocean_proximity = <1H OCEAN",median_income = 3.7986,median_income = 4.1518
"longitude = -122.42, latitude = 37.74, housing_median_age = 52.0, total_rooms = 1916.0, total_bedrooms = 432.0, population = 889.0, households = 424.0, median_house_value = 279900.0, ocean_proximity = NEAR BAY",median_income = 4.0391,median_income = 4.528
"longitude = -118.64, latitude = 34.17, housing_median_age = 26.0, total_rooms = 6767.0, total_bedrooms = 903.0, population = 2574.0, households = 883.0, median_house_value = 409000.0, ocean_proximity = <1H OCEAN",median_income = 7.7846,median_income = 4.7147
"longitude = -117.84, latitude = 33.77, housing_median_age = 14.0, total_rooms = 4412.0, total_bedrooms = 952.0, population = 1656.0, households = 874.0, median_house_value = 206500.0, ocean_proximity = <1H OCEAN",median_income = 4.3292,median_income = 6.5285
"longitude = -117.72, latitude = 33.63, housing_median_age = 15.0, total_rooms = 1362.0, total_bedrooms = 255.0, population = 378.0, households = 202.0, median_house_value = 162500.0, ocean_proximity = <1H OCEAN",median_income = 1.9,median_income = 2.375
"longitude = -118.08, latitude = 33.8, housing_median_age = 29.0, total_rooms = 3675.0, total_bedrooms = 613.0, population = 1457.0, households = 591.0, median_house_value = 369400.0, ocean_proximity = <1H OCEAN",median_income = 6.0553,median_income = 5.6458
"longitude = -121.37, latitude = 38.59, housing_median_age = 36.0, total_rooms = 2388.0, total_bedrooms = 369.0, population = 838.0, households = 356.0, median_house_value = 194100.0, ocean_proximity = INLAND",median_income = 4.775,median_income = 3.0147
"longitude = -118.25, latitude = 33.9, housing_median_age = 36.0, total_rooms = 1135.0, total_bedrooms = 231.0, population = 614.0, households = 227.0, median_house_value = 113100.0, ocean_proximity = <1H OCEAN",median_income = 2.5521,median_income = 2.5658
"longitude = -121.41, latitude = 38.57, housing_median_age = 16.0, total_rooms = 4429.0, total_bedrooms = 1124.0, population = 1538.0, households = 960.0, median_house_value = 190700.0, ocean_proximity = INLAND",median_income = 3.2443,median_income = 3.7939
"longitude = -118.36, latitude = 33.98, housing_median_age = 39.0, total_rooms = 813.0, total_bedrooms = 185.0, population = 344.0, households = 154.0, median_house_value = 218800.0, ocean_proximity = <1H OCEAN",median_income = 3.5833,median_income = 4.8958
"longitude = -118.34, latitude = 34.01, housing_median_age = 37.0, total_rooms = 4291.0, total_bedrooms = 1102.0, population = 1941.0, households = 953.0, median_house_value = 106300.0, ocean_proximity = <1H OCEAN",median_income = 1.7945,median_income = 1.5833
"longitude = -117.02, latitude = 32.78, housing_median_age = 33.0, total_rooms = 3481.0, total_bedrooms = 708.0, population = 1726.0, households = 719.0, median_house_value = 158200.0, ocean_proximity = <1H OCEAN",median_income = 3.3675,median_income = 3.4028
"longitude = -121.71, latitude = 36.88, housing_median_age = 19.0, total_rooms = 2528.0, total_bedrooms = 554.0, population = 2332.0, households = 492.0, median_house_value = 177000.0, ocean_proximity = <1H OCEAN",median_income = 3.7766,median_income = 2.5472
"longitude = -121.65, latitude = 40.88, housing_median_age = 15.0, total_rooms = 2909.0, total_bedrooms = 549.0, population = 1537.0, households = 522.0, median_house_value = 61300.0, ocean_proximity = INLAND",median_income = 3.0179,median_income = 1.7083
"longitude = -118.3, latitude = 33.76, housing_median_age = 6.0, total_rooms = 6097.0, total_bedrooms = 1270.0, population = 2678.0, households = 1226.0, median_house_value = 285200.0, ocean_proximity = <1H OCEAN",median_income = 5.1269,median_income = 8.3252
"longitude = -117.42, latitude = 33.94, housing_median_age = 26.0, total_rooms = 2420.0, total_bedrooms = 532.0, population = 1383.0, households = 469.0, median_house_value = 113500.0, ocean_proximity = INLAND",median_income = 3.5403,median_income = 3.8839
"longitude = -117.53, latitude = 34.1, housing_median_age = 5.0, total_rooms = 2185.0, total_bedrooms = 488.0, population = 1379.0, households = 458.0, median_house_value = 103000.0, ocean_proximity = INLAND",median_income = 3.7917,median_income = 2.375
"longitude = -121.31, latitude = 38.71, housing_median_age = 18.0, total_rooms = 3998.0, total_bedrooms = 744.0, population = 2071.0, households = 660.0, median_house_value = 102000.0, ocean_proximity = INLAND",median_income = 4.3836,median_income = 2.1607
"longitude = -121.98, latitude = 37.35, housing_median_age = 36.0, total_rooms = 1054.0, total_bedrooms = 193.0, population = 546.0, households = 187.0, median_house_value = 240000.0, ocean_proximity = <1H OCEAN",median_income = 4.5625,median_income = 4.3750
"longitude = -118.2, latitude = 33.87, housing_median_age = 42.0, total_rooms = 1482.0, total_bedrooms = 310.0, population = 1052.0, households = 317.0, median_house_value = 158200.0, ocean_proximity = <1H OCEAN",median_income = 3.9469,median_income = 3.5363
"longitude = -121.94, latitude = 37.0, housing_median_age = 32.0, total_rooms = 2210.0, total_bedrooms = 426.0, population = 1082.0, households = 396.0, median_house_value = 315200.0, ocean_proximity = NEAR OCEAN",median_income = 4.1587,median_income = 4.6328
"longitude = -118.25, latitude = 33.96, housing_median_age = 48.0, total_rooms = 1052.0, total_bedrooms = 234.0, population = 793.0, households = 216.0, median_house_value = 92900.0, ocean_proximity = <1H OCEAN",median_income = 1.6585,median_income = 2.6111
"longitude = -119.27, latitude = 34.28, housing_median_age = 50.0, total_rooms = 1710.0, total_bedrooms = 412.0, population = 915.0, households = 380.0, median_house_value = 206300.0, ocean_proximity = NEAR OCEAN",median_income = 3.1757,median_income = 3.7937
"longitude = -118.09, latitude = 34.08, housing_median_age = 33.0, total_rooms = 1430.0, total_bedrooms = 344.0, population = 1165.0, households = 328.0, median_house_value = 206000.0, ocean_proximity = <1H OCEAN",median_income = 3.0357,median_income = 4.8519
"longitude = -124.08, latitude = 41.36, housing_median_age = 29.0, total_rooms = 1029.0, total_bedrooms = 239.0, population = 509.0, households = 196.0, median_house_value = 62800.0, ocean_proximity = NEAR OCEAN",median_income = 2.0156,median_income = 2.5313
"longitude = -117.07, latitude = 33.72, housing_median_age = 16.0, total_rooms = 4928.0, total_bedrooms = 960.0, population = 2132.0, households = 853.0, median_house_value = 112500.0, ocean_proximity = INLAND",median_income = 2.7983,median_income = 3.1917
"longitude = -119.8, latitude = 36.75, housing_median_age = 41.0, total_rooms = 1659.0, total_bedrooms = 466.0, population = 1391.0, households = 447.0, median_house_value = 61200.0, ocean_proximity = INLAND",median_income = 1.3527,median_income = 1.3386
"longitude = -118.0, latitude = 33.73, housing_median_age = 26.0, total_rooms = 2236.0, total_bedrooms = 280.0, population = 809.0, households = 282.0, median_house_value = 342800.0, ocean_proximity = <1H OCEAN",median_income = 6.7395,median_income = 5.5548
"longitude = -122.47, latitude = 37.61, housing_median_age = 34.0, total_rooms = 4551.0, total_bedrooms = 837.0, population = 2208.0, households = 834.0, median_house_value = 279300.0, ocean_proximity = NEAR OCEAN",median_income = 5.4364,median_income = 4.375
"longitude = -116.93, latitude = 32.87, housing_median_age = 17.0, total_rooms = 3722.0, total_bedrooms = 670.0, population = 1561.0, households = 604.0, median_house_value = 211900.0, ocean_proximity = <1H OCEAN",median_income = 3.6027,median_income = 3.1667
"longitude = -122.21, latitude = 37.47, housing_median_age = 33.0, total_rooms = 1266.0, total_bedrooms = 415.0, population = 1991.0, households = 334.0, median_house_value = 202800.0, ocean_proximity = NEAR OCEAN",median_income = 2.92,median_income = 3.6042
"longitude = -118.22, latitude = 33.9, housing_median_age = 35.0, total_rooms = 1649.0, total_bedrooms = 424.0, population = 1786.0, households = 388.0, median_house_value = 105600.0, ocean_proximity = <1H OCEAN",median_income = 1.4091,median_income = 2.8793
"longitude = -120.05, latitude = 36.95, housing_median_age = 18.0, total_rooms = 2287.0, total_bedrooms = 534.0, population = 1339.0, households = 505.0, median_house_value = 65200.0, ocean_proximity = INLAND",median_income = 2.2527,median_income = 1.625
"longitude = -121.96, latitude = 37.36, housing_median_age = 33.0, total_rooms = 2581.0, total_bedrooms = 623.0, population = 1598.0, households = 628.0, median_house_value = 261400.0, ocean_proximity = <1H OCEAN",median_income = 3.5199,median_income = 3.0313
