prefix,suffix,response
"target = 1, alcohol = 14.1, ash = 2.4, alcalinity_of_ash = 18.8, magnesium = 103, total_phenols = 2.75, flavanoids = 2.92, nonflavanoid_phenols = 0.32, proanthocyanins = 2.38, color_intensity = 6.2, hue = 1.07, od280_od315_of_diluted_wines = 2.75, proline = 1060",malic_acid = 2.02,malic_acid = 2.16
"target = 1, alcohol = 13.05, ash = 2.04, alcalinity_of_ash = 12.4, magnesium = 92, total_phenols = 2.72, flavanoids = 3.27, nonflavanoid_phenols = 0.17, proanthocyanins = 2.91, color_intensity = 7.2, hue = 1.12, od280_od315_of_diluted_wines = 2.91, proline = 1150",malic_acid = 1.73,malic_acid = 1.77
"target = 3, alcohol = 13.08, ash = 2.36, alcalinity_of_ash = 21.5, magnesium = 113, total_phenols = 1.41, flavanoids = 1.39, nonflavanoid_phenols = 0.34, proanthocyanins = 1.14, color_intensity = 9.4, hue = 0.57, od280_od315_of_diluted_wines = 1.33, proline = 550",malic_acid = 3.9,malic_acid = 0.77
"target = 2, alcohol = 12.6, ash = 1.9, alcalinity_of_ash = 18.5, magnesium = 88, total_phenols = 1.45, flavanoids = 1.36, nonflavanoid_phenols = 0.29, proanthocyanins = 1.35, color_intensity = 2.45, hue = 1.04, od280_od315_of_diluted_wines = 2.77, proline = 562",malic_acid = 1.34,malic_acid = 1.34
"target = 1, alcohol = 14.19, ash = 2.48, alcalinity_of_ash = 16.5, magnesium = 108, total_phenols = 3.3, flavanoids = 3.93, nonflavanoid_phenols = 0.32, proanthocyanins = 1.86, color_intensity = 8.7, hue = 1.23, od280_od315_of_diluted_wines = 2.82, proline = 1680",malic_acid = 1.59,malic_acid = 1.76
"target = 2, alcohol = 12.29, ash = 2.21, alcalinity_of_ash = 18.0, magnesium = 88, total_phenols = 2.85, flavanoids = 2.99, nonflavanoid_phenols = 0.45, proanthocyanins = 2.81, color_intensity = 2.3, hue = 1.42, od280_od315_of_diluted_wines = 2.83, proline = 406",malic_acid = 3.17,malic_acid = 1.61
"target = 3, alcohol = 14.16, ash = 2.48, alcalinity_of_ash = 20.0, magnesium = 91, total_phenols = 1.68, flavanoids = 0.7, nonflavanoid_phenols = 0.44, proanthocyanins = 1.24, color_intensity = 9.7, hue = 0.62, od280_od315_of_diluted_wines = 1.71, proline = 660",malic_acid = 2.51,malic_acid = 1.68
"target = 2, alcohol = 12.42, ash = 2.19, alcalinity_of_ash = 22.5, magnesium = 108, total_phenols = 2.0, flavanoids = 2.09, nonflavanoid_phenols = 0.34, proanthocyanins = 1.61, color_intensity = 2.06, hue = 1.06, od280_od315_of_diluted_wines = 2.96, proline = 345",malic_acid = 1.61,malic_acid = 1.07
"target = 2, alcohol = 11.76, ash = 2.92, alcalinity_of_ash = 20.0, magnesium = 103, total_phenols = 1.75, flavanoids = 2.03, nonflavanoid_phenols = 0.6, proanthocyanins = 1.05, color_intensity = 3.8, hue = 1.23, od280_od315_of_diluted_wines = 2.5, proline = 607",malic_acid = 2.68,malic_acid = 1.63
"target = 2, alcohol = 12.43, ash = 2.29, alcalinity_of_ash = 21.5, magnesium = 86, total_phenols = 2.74, flavanoids = 3.15, nonflavanoid_phenols = 0.39, proanthocyanins = 1.77, color_intensity = 3.94, hue = 0.69, od280_od315_of_diluted_wines = 2.84, proline = 352",malic_acid = 1.53,malic_acid = 1.46
"target = 2, alcohol = 12.77, ash = 1.98, alcalinity_of_ash = 16.0, magnesium = 80, total_phenols = 1.63, flavanoids = 1.25, nonflavanoid_phenols = 0.43, proanthocyanins = 0.83, color_intensity = 3.4, hue = 0.7, od280_od315_of_diluted_wines = 2.12, proline = 372",malic_acid = 3.43,malic_acid = 3.28
"target = 2, alcohol = 12.42, ash = 2.73, alcalinity_of_ash = 26.5, magnesium = 102, total_phenols = 2.2, flavanoids = 2.13, nonflavanoid_phenols = 0.43, proanthocyanins = 1.71, color_intensity = 2.08, hue = 0.92, od280_od315_of_diluted_wines = 3.12, proline = 365",malic_acid = 4.43,malic_acid = 4.4
"target = 2, alcohol = 11.62, ash = 2.28, alcalinity_of_ash = 18.0, magnesium = 98, total_phenols = 3.02, flavanoids = 2.26, nonflavanoid_phenols = 0.17, proanthocyanins = 1.35, color_intensity = 3.25, hue = 1.16, od280_od315_of_diluted_wines = 2.96, proline = 345",malic_acid = 1.99,malic_acid = 1.99
"target = 1, alcohol = 13.56, ash = 2.46, alcalinity_of_ash = 20.5, magnesium = 116, total_phenols = 2.96, flavanoids = 2.78, nonflavanoid_phenols = 0.2, proanthocyanins = 2.45, color_intensity = 6.25, hue = 0.98, od280_od315_of_diluted_wines = 3.03, proline = 1120",malic_acid = 1.73,malic_acid = 1.71
"target = 2, alcohol = 12.72, ash = 2.28, alcalinity_of_ash = 22.5, magnesium = 84, total_phenols = 1.38, flavanoids = 1.76, nonflavanoid_phenols = 0.48, proanthocyanins = 1.63, color_intensity = 3.3, hue = 0.88, od280_od315_of_diluted_wines = 2.42, proline = 488",malic_acid = 1.75,malic_acid = 1.81
"target = 2, alcohol = 12.37, ash = 2.56, alcalinity_of_ash = 18.1, magnesium = 98, total_phenols = 2.42, flavanoids = 2.65, nonflavanoid_phenols = 0.37, proanthocyanins = 2.08, color_intensity = 4.6, hue = 1.19, od280_od315_of_diluted_wines = 2.3, proline = 678",malic_acid = 1.21,malic_acid = 2.42
"target = 1, alcohol = 13.83, ash = 2.6, alcalinity_of_ash = 17.2, magnesium = 94, total_phenols = 2.45, flavanoids = 2.99, nonflavanoid_phenols = 0.22, proanthocyanins = 2.29, color_intensity = 5.6, hue = 1.24, od280_od315_of_diluted_wines = 3.37, proline = 1265",malic_acid = 1.65,malic_acid = 4.49
"target = 1, alcohol = 14.22, ash = 2.51, alcalinity_of_ash = 13.2, magnesium = 128, total_phenols = 3.0, flavanoids = 3.04, nonflavanoid_phenols = 0.2, proanthocyanins = 2.08, color_intensity = 5.1, hue = 0.89, od280_od315_of_diluted_wines = 3.53, proline = 760",malic_acid = 3.99,malic_acid = 1.7
"target = 2, alcohol = 11.46, ash = 1.82, alcalinity_of_ash = 19.5, magnesium = 107, total_phenols = 3.18, flavanoids = 2.58, nonflavanoid_phenols = 0.24, proanthocyanins = 3.58, color_intensity = 2.9, hue = 0.75, od280_od315_of_diluted_wines = 2.81, proline = 562",malic_acid = 3.74,malic_acid = 3.03
"target = 1, alcohol = 14.21, ash = 2.44, alcalinity_of_ash = 18.9, magnesium = 111, total_phenols = 2.85, flavanoids = 2.65, nonflavanoid_phenols = 0.3, proanthocyanins = 1.25, color_intensity = 5.24, hue = 0.87, od280_od315_of_diluted_wines = 3.33, proline = 1080",malic_acid = 4.04,malic_acid = 5.84
"target = 3, alcohol = 13.49, ash = 2.19, alcalinity_of_ash = 19.5, magnesium = 88, total_phenols = 1.62, flavanoids = 0.48, nonflavanoid_phenols = 0.58, proanthocyanins = 0.88, color_intensity = 5.7, hue = 0.81, od280_od315_of_diluted_wines = 1.82, proline = 580",malic_acid = 3.59,malic_acid = 1.66
"target = 3, alcohol = 13.71, ash = 2.45, alcalinity_of_ash = 20.5, magnesium = 95, total_phenols = 1.68, flavanoids = 0.61, nonflavanoid_phenols = 0.52, proanthocyanins = 1.06, color_intensity = 7.7, hue = 0.64, od280_od315_of_diluted_wines = 1.74, proline = 740",malic_acid = 5.65,malic_acid = 5.65
"target = 2, alcohol = 12.64, ash = 2.02, alcalinity_of_ash = 16.8, magnesium = 100, total_phenols = 2.02, flavanoids = 1.41, nonflavanoid_phenols = 0.53, proanthocyanins = 0.62, color_intensity = 5.75, hue = 0.98, od280_od315_of_diluted_wines = 1.59, proline = 450",malic_acid = 1.36,malic_acid = 1.36
"target = 2, alcohol = 11.96, ash = 2.3, alcalinity_of_ash = 21.0, magnesium = 101, total_phenols = 3.38, flavanoids = 2.14, nonflavanoid_phenols = 0.13, proanthocyanins = 1.65, color_intensity = 3.21, hue = 0.99, od280_od315_of_diluted_wines = 3.13, proline = 886",malic_acid = 1.09,malic_acid = 1.53
"target = 1, alcohol = 12.93, ash = 2.65, alcalinity_of_ash = 18.6, magnesium = 102, total_phenols = 2.41, flavanoids = 2.41, nonflavanoid_phenols = 0.25, proanthocyanins = 1.98, color_intensity = 4.5, hue = 1.03, od280_od315_of_diluted_wines = 3.52, proline = 770",malic_acid = 3.8,malic_acid = 2.81
"target = 3, alcohol = 12.81, ash = 2.4, alcalinity_of_ash = 24.0, magnesium = 98, total_phenols = 1.15, flavanoids = 1.09, nonflavanoid_phenols = 0.27, proanthocyanins = 0.83, color_intensity = 5.7, hue = 0.66, od280_od315_of_diluted_wines = 1.36, proline = 560",malic_acid = 2.31,malic_acid = 2.31
"target = 1, alcohol = 13.28, ash = 2.84, alcalinity_of_ash = 15.5, magnesium = 110, total_phenols = 2.6, flavanoids = 2.68, nonflavanoid_phenols = 0.34, proanthocyanins = 1.36, color_intensity = 4.6, hue = 1.09, od280_od315_of_diluted_wines = 2.78, proline = 880",malic_acid = 1.64,malic_acid = 1.64
"target = 1, alcohol = 13.3, ash = 2.14, alcalinity_of_ash = 17.0, magnesium = 94, total_phenols = 2.4, flavanoids = 2.19, nonflavanoid_phenols = 0.27, proanthocyanins = 1.35, color_intensity = 3.95, hue = 1.02, od280_od315_of_diluted_wines = 2.77, proline = 1285",malic_acid = 1.72,malic_acid = 1.72
"target = 1, alcohol = 13.58, ash = 2.36, alcalinity_of_ash = 19.1, magnesium = 106, total_phenols = 2.86, flavanoids = 3.19, nonflavanoid_phenols = 0.22, proanthocyanins = 1.95, color_intensity = 6.9, hue = 1.09, od280_od315_of_diluted_wines = 2.88, proline = 1515",malic_acid = 1.66,malic_acid = 1.66
"target = 2, alcohol = 11.82, ash = 1.88, alcalinity_of_ash = 19.5, magnesium = 86, total_phenols = 2.5, flavanoids = 1.64, nonflavanoid_phenols = 0.37, proanthocyanins = 1.42, color_intensity = 2.06, hue = 0.94, od280_od315_of_diluted_wines = 2.44, proline = 415",malic_acid = 1.72,malic_acid = 1.72
"target = 3, alcohol = 12.6, ash = 2.2, alcalinity_of_ash = 18.5, magnesium = 94, total_phenols = 1.62, flavanoids = 0.66, nonflavanoid_phenols = 0.63, proanthocyanins = 0.94, color_intensity = 7.1, hue = 0.73, od280_od315_of_diluted_wines = 1.58, proline = 695",malic_acid = 2.46,malic_acid = 1.58
"target = 1, alcohol = 13.86, ash = 2.27, alcalinity_of_ash = 16.0, magnesium = 98, total_phenols = 2.98, flavanoids = 3.15, nonflavanoid_phenols = 0.22, proanthocyanins = 1.85, color_intensity = 7.22, hue = 1.01, od280_od315_of_diluted_wines = 3.55, proline = 1045",malic_acid = 1.35,malic_acid = 1.35
"target = 2, alcohol = 12.7, ash = 2.4, alcalinity_of_ash = 23.0, magnesium = 101, total_phenols = 2.83, flavanoids = 2.55, nonflavanoid_phenols = 0.43, proanthocyanins = 1.95, color_intensity = 2.57, hue = 1.19, od280_od315_of_diluted_wines = 3.13, proline = 463",malic_acid = 3.87,malic_acid = 1.78
"target = 1, alcohol = 14.2, ash = 2.45, alcalinity_of_ash = 15.2, magnesium = 112, total_phenols = 3.27, flavanoids = 3.39, nonflavanoid_phenols = 0.34, proanthocyanins = 1.97, color_intensity = 6.75, hue = 1.05, od280_od315_of_diluted_wines = 2.85, proline = 1450",malic_acid = 1.76,malic_acid = 1.76
"target = 1, alcohol = 14.37, ash = 2.5, alcalinity_of_ash = 16.8, magnesium = 113, total_phenols = 3.85, flavanoids = 3.49, nonflavanoid_phenols = 0.24, proanthocyanins = 2.18, color_intensity = 7.8, hue = 0.86, od280_od315_of_diluted_wines = 3.45, proline = 1480",malic_acid = 1.95,malic_acid = 1.95
"target = 2, alcohol = 12.29, ash = 1.98, alcalinity_of_ash = 16.0, magnesium = 85, total_phenols = 2.55, flavanoids = 2.5, nonflavanoid_phenols = 0.29, proanthocyanins = 1.77, color_intensity = 2.9, hue = 1.23, od280_od315_of_diluted_wines = 2.74, proline = 428",malic_acid = 1.41,malic_acid = 2.83
"target = 2, alcohol = 11.81, ash = 2.74, alcalinity_of_ash = 21.5, magnesium = 134, total_phenols = 1.6, flavanoids = 0.99, nonflavanoid_phenols = 0.14, proanthocyanins = 1.56, color_intensity = 2.5, hue = 0.95, od280_od315_of_diluted_wines = 2.26, proline = 625",malic_acid = 2.12,malic_acid = 2.12
"target = 2, alcohol = 12.69, ash = 2.26, alcalinity_of_ash = 20.7, magnesium = 80, total_phenols = 1.38, flavanoids = 1.46, nonflavanoid_phenols = 0.58, proanthocyanins = 1.62, color_intensity = 3.05, hue = 0.96, od280_od315_of_diluted_wines = 2.06, proline = 495",malic_acid = 1.53,malic_acid = 1.48
"target = 2, alcohol = 11.45, ash = 2.42, alcalinity_of_ash = 20.0, magnesium = 96, total_phenols = 2.9, flavanoids = 2.79, nonflavanoid_phenols = 0.32, proanthocyanins = 1.83, color_intensity = 3.25, hue = 0.8, od280_od315_of_diluted_wines = 3.39, proline = 625",malic_acid = 2.4,malic_acid = 2.4
"target = 2, alcohol = 12.37, ash = 2.16, alcalinity_of_ash = 19.0, magnesium = 87, total_phenols = 3.5, flavanoids = 3.1, nonflavanoid_phenols = 0.19, proanthocyanins = 1.87, color_intensity = 4.45, hue = 1.22, od280_od315_of_diluted_wines = 2.87, proline = 420",malic_acid = 1.13,malic_acid = 1.95
"target = 1, alcohol = 14.1, ash = 2.3, alcalinity_of_ash = 18.0, magnesium = 105, total_phenols = 2.95, flavanoids = 3.32, nonflavanoid_phenols = 0.22, proanthocyanins = 2.38, color_intensity = 5.75, hue = 1.25, od280_od315_of_diluted_wines = 3.17, proline = 1510",malic_acid = 2.16,malic_acid = 2.16
"target = 1, alcohol = 13.75, ash = 2.41, alcalinity_of_ash = 16.0, magnesium = 89, total_phenols = 2.6, flavanoids = 2.76, nonflavanoid_phenols = 0.29, proanthocyanins = 1.81, color_intensity = 5.6, hue = 1.15, od280_od315_of_diluted_wines = 2.9, proline = 1320",malic_acid = 1.73,malic_acid = 1.73
"target = 2, alcohol = 12.17, ash = 2.53, alcalinity_of_ash = 19.0, magnesium = 104, total_phenols = 1.89, flavanoids = 1.75, nonflavanoid_phenols = 0.45, proanthocyanins = 1.03, color_intensity = 2.95, hue = 1.45, od280_od315_of_diluted_wines = 2.23, proline = 355",malic_acid = 1.45,malic_acid = 1.45
"target = 2, alcohol = 12.04, ash = 2.38, alcalinity_of_ash = 22.0, magnesium = 80, total_phenols = 2.1, flavanoids = 1.75, nonflavanoid_phenols = 0.42, proanthocyanins = 1.35, color_intensity = 2.6, hue = 0.79, od280_od315_of_diluted_wines = 2.57, proline = 580",malic_acid = 4.3,malic_acid = 2.42
"target = 2, alcohol = 12.22, ash = 1.94, alcalinity_of_ash = 19.0, magnesium = 92, total_phenols = 2.36, flavanoids = 2.04, nonflavanoid_phenols = 0.39, proanthocyanins = 2.08, color_intensity = 2.7, hue = 0.86, od280_od315_of_diluted_wines = 3.02, proline = 312",malic_acid = 1.29,malic_acid = 1.29
"target = 1, alcohol = 13.24, ash = 2.29, alcalinity_of_ash = 17.5, magnesium = 103, total_phenols = 2.64, flavanoids = 2.63, nonflavanoid_phenols = 0.32, proanthocyanins = 1.66, color_intensity = 4.36, hue = 0.82, od280_od315_of_diluted_wines = 3.0, proline = 680",malic_acid = 3.98,malic_acid = 2.63
"target = 1, alcohol = 14.3, ash = 2.72, alcalinity_of_ash = 20.0, magnesium = 120, total_phenols = 2.8, flavanoids = 3.14, nonflavanoid_phenols = 0.33, proanthocyanins = 1.97, color_intensity = 6.2, hue = 1.07, od280_od315_of_diluted_wines = 2.65, proline = 1280",malic_acid = 1.92,malic_acid = 1.71
"target = 2, alcohol = 12.37, ash = 1.36, alcalinity_of_ash = 10.6, magnesium = 88, total_phenols = 1.98, flavanoids = 0.57, nonflavanoid_phenols = 0.28, proanthocyanins = 0.42, color_intensity = 1.95, hue = 1.05, od280_od315_of_diluted_wines = 1.82, proline = 520",malic_acid = 0.94,malic_acid = 2.42
"target = 1, alcohol = 14.39, ash = 2.45, alcalinity_of_ash = 14.6, magnesium = 96, total_phenols = 2.5, flavanoids = 2.52, nonflavanoid_phenols = 0.3, proanthocyanins = 1.98, color_intensity = 5.25, hue = 1.02, od280_od315_of_diluted_wines = 3.58, proline = 1290",malic_acid = 1.87,malic_acid = 1.87
"target = 1, alcohol = 13.74, ash = 2.25, alcalinity_of_ash = 16.4, magnesium = 118, total_phenols = 2.6, flavanoids = 2.9, nonflavanoid_phenols = 0.21, proanthocyanins = 1.62, color_intensity = 5.85, hue = 0.92, od280_od315_of_diluted_wines = 3.2, proline = 1060",malic_acid = 1.67,malic_acid = 1.67
"target = 1, alcohol = 13.9, ash = 2.12, alcalinity_of_ash = 16.0, magnesium = 101, total_phenols = 3.1, flavanoids = 3.39, nonflavanoid_phenols = 0.21, proanthocyanins = 2.14, color_intensity = 6.1, hue = 0.91, od280_od315_of_diluted_wines = 3.33, proline = 985",malic_acid = 1.68,malic_acid = 1.68
"target = 3, alcohol = 13.48, ash = 2.64, alcalinity_of_ash = 22.5, magnesium = 89, total_phenols = 2.6, flavanoids = 1.1, nonflavanoid_phenols = 0.52, proanthocyanins = 2.29, color_intensity = 11.75, hue = 0.57, od280_od315_of_diluted_wines = 1.78, proline = 620",malic_acid = 1.67,malic_acid = 1.8
"target = 1, alcohol = 13.63, ash = 2.7, alcalinity_of_ash = 17.2, magnesium = 112, total_phenols = 2.85, flavanoids = 2.91, nonflavanoid_phenols = 0.3, proanthocyanins = 1.46, color_intensity = 7.3, hue = 1.28, od280_od315_of_diluted_wines = 2.88, proline = 1310",malic_acid = 1.81,malic_acid = 1.81
"target = 2, alcohol = 12.33, ash = 2.28, alcalinity_of_ash = 16.0, magnesium = 101, total_phenols = 2.05, flavanoids = 1.09, nonflavanoid_phenols = 0.63, proanthocyanins = 0.41, color_intensity = 3.27, hue = 1.25, od280_od315_of_diluted_wines = 1.67, proline = 680",malic_acid = 1.1,malic_acid = 1.1
"target = 2, alcohol = 12.51, ash = 1.98, alcalinity_of_ash = 20.5, magnesium = 85, total_phenols = 2.2, flavanoids = 1.92, nonflavanoid_phenols = 0.32, proanthocyanins = 1.48, color_intensity = 2.94, hue = 1.04, od280_od315_of_diluted_wines = 3.57, proline = 672",malic_acid = 1.73,malic_acid = 1.24
"target = 3, alcohol = 12.96, ash = 2.35, alcalinity_of_ash = 18.5, magnesium = 106, total_phenols = 1.39, flavanoids = 0.7, nonflavanoid_phenols = 0.4, proanthocyanins = 0.94, color_intensity = 5.28, hue = 0.68, od280_od315_of_diluted_wines = 1.75, proline = 675",malic_acid = 3.45,malic_acid = 4.36
"target = 1, alcohol = 14.06, ash = 2.61, alcalinity_of_ash = 17.6, magnesium = 121, total_phenols = 2.6, flavanoids = 2.51, nonflavanoid_phenols = 0.31, proanthocyanins = 1.25, color_intensity = 5.05, hue = 1.06, od280_od315_of_diluted_wines = 3.58, proline = 1295",malic_acid = 2.15,malic_acid = 2.15
"target = 1, alcohol = 13.64, ash = 2.56, alcalinity_of_ash = 15.2, magnesium = 116, total_phenols = 2.7, flavanoids = 3.03, nonflavanoid_phenols = 0.17, proanthocyanins = 1.66, color_intensity = 5.1, hue = 0.96, od280_od315_of_diluted_wines = 3.36, proline = 845",malic_acid = 3.1,malic_acid = 3.1
"target = 1, alcohol = 13.87, ash = 2.8, alcalinity_of_ash = 19.4, magnesium = 107, total_phenols = 2.95, flavanoids = 2.97, nonflavanoid_phenols = 0.37, proanthocyanins = 1.76, color_intensity = 4.5, hue = 1.25, od280_od315_of_diluted_wines = 3.4, proline = 915",malic_acid = 1.9,malic_acid = 1.9
"target = 3, alcohol = 12.2, ash = 2.32, alcalinity_of_ash = 19.0, magnesium = 96, total_phenols = 1.25, flavanoids = 0.49, nonflavanoid_phenols = 0.4, proanthocyanins = 0.73, color_intensity = 5.5, hue = 0.66, od280_od315_of_diluted_wines = 1.83, proline = 510",malic_acid = 3.03,malic_acid = 3.03
"target = 2, alcohol = 12.72, ash = 2.2, alcalinity_of_ash = 18.8, magnesium = 86, total_phenols = 2.2, flavanoids = 2.53, nonflavanoid_phenols = 0.26, proanthocyanins = 1.77, color_intensity = 3.9, hue = 1.16, od280_od315_of_diluted_wines = 3.14, proline = 714",malic_acid = 1.81,malic_acid = 1.81
"target = 1, alcohol = 12.85, ash = 2.52, alcalinity_of_ash = 17.8, magnesium = 95, total_phenols = 2.48, flavanoids = 2.37, nonflavanoid_phenols = 0.26, proanthocyanins = 1.46, color_intensity = 3.93, hue = 1.09, od280_od315_of_diluted_wines = 3.63, proline = 1015",malic_acid = 1.6,malic_acid = 4.36
"target = 2, alcohol = 13.03, ash = 1.71, alcalinity_of_ash = 16.0, magnesium = 86, total_phenols = 1.95, flavanoids = 2.03, nonflavanoid_phenols = 0.24, proanthocyanins = 1.46, color_intensity = 4.6, hue = 1.19, od280_od315_of_diluted_wines = 2.48, proline = 392",malic_acid = 0.9,malic_acid = 1.81
"target = 3, alcohol = 13.5, ash = 2.62, alcalinity_of_ash = 24.0, magnesium = 123, total_phenols = 1.4, flavanoids = 1.57, nonflavanoid_phenols = 0.22, proanthocyanins = 1.25, color_intensity = 8.6, hue = 0.59, od280_od315_of_diluted_wines = 1.3, proline = 500",malic_acid = 3.12,malic_acid = 1.81
"target = 1, alcohol = 14.83, ash = 2.17, alcalinity_of_ash = 14.0, magnesium = 97, total_phenols = 2.8, flavanoids = 2.98, nonflavanoid_phenols = 0.29, proanthocyanins = 1.98, color_intensity = 5.2, hue = 1.08, od280_od315_of_diluted_wines = 2.85, proline = 1045",malic_acid = 1.64,malic_acid = 1.64
"target = 3, alcohol = 12.85, ash = 2.58, alcalinity_of_ash = 22.0, magnesium = 106, total_phenols = 1.65, flavanoids = 0.6, nonflavanoid_phenols = 0.6, proanthocyanins = 0.96, color_intensity = 5.58, hue = 0.87, od280_od315_of_diluted_wines = 2.11, proline = 570",malic_acid = 3.27,malic_acid = 1.6
"target = 3, alcohol = 13.84, ash = 2.38, alcalinity_of_ash = 19.5, magnesium = 89, total_phenols = 1.8, flavanoids = 0.83, nonflavanoid_phenols = 0.48, proanthocyanins = 1.56, color_intensity = 9.01, hue = 0.57, od280_od315_of_diluted_wines = 1.64, proline = 480",malic_acid = 4.12,malic_acid = 4.12
"target = 2, alcohol = 12.37, ash = 2.1, alcalinity_of_ash = 18.5, magnesium = 88, total_phenols = 3.52, flavanoids = 3.75, nonflavanoid_phenols = 0.24, proanthocyanins = 1.95, color_intensity = 4.5, hue = 1.04, od280_od315_of_diluted_wines = 2.77, proline = 660",malic_acid = 1.07,malic_acid = 1.07
"target = 3, alcohol = 14.34, ash = 2.7, alcalinity_of_ash = 25.0, magnesium = 98, total_phenols = 2.8, flavanoids = 1.31, nonflavanoid_phenols = 0.53, proanthocyanins = 2.7, color_intensity = 13.0, hue = 0.57, od280_od315_of_diluted_wines = 1.96, proline = 660",malic_acid = 1.68,malic_acid = 1.98
"target = 3, alcohol = 13.69, ash = 2.54, alcalinity_of_ash = 20.0, magnesium = 107, total_phenols = 1.83, flavanoids = 0.56, nonflavanoid_phenols = 0.5, proanthocyanins = 0.8, color_intensity = 5.88, hue = 0.96, od280_od315_of_diluted_wines = 1.82, proline = 680",malic_acid = 3.26,malic_acid = 1.83
"target = 3, alcohol = 12.7, ash = 2.36, alcalinity_of_ash = 21.5, magnesium = 106, total_phenols = 1.7, flavanoids = 1.2, nonflavanoid_phenols = 0.17, proanthocyanins = 0.84, color_intensity = 5.0, hue = 0.78, od280_od315_of_diluted_wines = 1.29, proline = 600",malic_acid = 3.55,malic_acid = 1.17
"target = 3, alcohol = 12.51, ash = 2.25, alcalinity_of_ash = 17.5, magnesium = 85, total_phenols = 2.0, flavanoids = 0.58, nonflavanoid_phenols = 0.6, proanthocyanins = 1.25, color_intensity = 5.45, hue = 0.75, od280_od315_of_diluted_wines = 1.51, proline = 650",malic_acid = 1.24,malic_acid = 1.24
"target = 2, alcohol = 12.33, ash = 1.95, alcalinity_of_ash = 14.8, magnesium = 136, total_phenols = 1.9, flavanoids = 1.85, nonflavanoid_phenols = 0.35, proanthocyanins = 2.76, color_intensity = 3.4, hue = 1.06, od280_od315_of_diluted_wines = 2.31, proline = 750",malic_acid = 0.99,malic_acid = 1.67
