longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.25,37.82,47,2032,386,1023,359,3.8462,264500,NEAR BAY
-118.22,33.94,35,2345,481,1233,460,4.6789,238500,INLAND
-118.28,34.05,45,1792,366,1271,371,3.5893,165200,INLAND
-118.32,34.08,39,1566,351,710,339,4.1312,341300,INLAND
-118.31,34.05,38,2127,414,1123,392,4.7129,208200,<1H OCEAN
-122.25,37.86,21,7099,1106,2401,1138,8.3014,358500,NEAR BAY
-121.93,37.25,32,1467,190,696,192,7.8598,259200,INLAND
-122.1,37.7,35,2500,460,1200,450,5.5,265000,NEAR BAY
-121.95,38.0,36,2081,401,1115,390,3.8250,110000,INLAND
-122.41,37.63,52,2412,492,1248,492,4.4359,330000,NEAR BAY
-117.94,33.87,23,2128,430,1050,407,4.6458,218500,INLAND
-117.29,32.73,25,2005,481,1017,450,3.8604,177500,INLAND
-121.24,38.91,35,2153,311,1067,306,5.6431,228500,INLAND
-117.89,33.61,17,2161,501,1212,472,4.5729,190300,<1H OCEAN
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.36,34.06,28,3214,987,2303,871,3.25,195000,INLAND
-122.25,37.85,52,2491,474,1098,481,3.4852,350000,NEAR BAY
-118.28,34.02,35,2151,474,1128,468,3.6875,210600,<1H OCEAN
-122.5,37.7,35,1325,436,725,410,2.4542,116900,NEAR BAY
-118.27,34.06,35,2545,545,1314,533,4.6123,213700,<1H OCEAN
-118.31,34.05,35,1897,356,828,345,5.92,273900,INLAND
-117.94,33.92,17,2755,476,1250,460,6.25,275800,<1H OCEAN
-118.23,34.07,41,1836,278,837,282,8.2351,361500,INLAND
-118.39,34.12,29,6441,1012,2184,960,8.2816,452600,"""<1H OCEAN"""
-118.3,34.21,26,2254,468,1297,449,4.625,228100,<1H OCEAN
-122.25,37.85,35,2672,552,1269,536,6.3014,315800,NEAR BAY
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.41,34.09,35,1509,363,857,348,3.4706,188800,INLAND
-121.43,38.63,28,2667,413,1343,409,3.7171,139400,INLAND
-122.14,37.48,35,2172,414,1447,396,4.5833,189800,NEAR BAY
-119.61,34.41,37,2907,428,1551,417,5.3263,226800,INLAND
-118.13,33.94,34,1917,363,983,369,4.3542,216100,<1H OCEAN
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.49,34.26,29,2599,498,1324,482,6.3104,344500,INLAND
-118.29,34.25,29,2155,481,1281,455,3.2500,184700,INLAND
-118.19,34.02,29,1836,426,866,431,4.42,287000,<1H OCEAN
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-119.67,34.19,25,2213,537,1327,529,3.1250,183400,INLAND
-118.42,34.15,37,2432,463,1176,473,4.7500,313000,<1H OCEAN
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.40,34.20,27,3212,627,1415,615,5.1203,253800,INLAND
-118.25,34.19,23,3594,591,1684,568,6.1580,276500,INLAND
-118.3,34.22,29,2715,558,1465,520,3.5309,212800,INLAND
-121.2,38.6,35,1744,332,944,325,3.9878,133000,INLAND
-117.14,32.76,19,1744,346,1047,315,5.2154,264300,<1H OCEAN
-121.24,39.37,16,2535,489,1094,514,3.0147,86500,INLAND
-117.29,33.26,38,2035,305,1020,296,6.1359,245300,<1H OCEAN
-122.41,37.78,45,3124,532,1351,529,6.03,266300,NEAR BAY
-122.05,37.71,40,1565,351,710,339,4.1312,241800,"""<1H OCEAN"""
-122.25,37.86,52,2491,474,1098,468,3.6591,355500,NEAR BAY
-122.2,37.8,32,2031,350,987,351,5.0321,250000,NEAR OCEAN
-122.13,37.54,40,1804,370,861,339,3.5703,185800,NEAR BAY
-121.42,38.63,35,1982,343,809,307,4.6250,185500,INLAND
-117.08,32.61,38,1055,229,573,218,4.6429,164100,INLAND
-121.34,38.57,24,2590,510,1805,495,3.7250,126200,INLAND
-118.27,33.96,18,2155,489,1217,465,3.4286,221200,INLAND
-118.49,34.26,29,1527,307,874,293,4.1518,228100,'INLAND'
-118.1,33.88,19,2612,418,1246,393,5.3,248500,NEAR BAY
-121.89,37.29,38,1568,351,710,339,2.7042,212000,'INLAND'
-121.22,37.86,32,1467,190,496,177,7.2574,287000,INLAND
-122.25,37.86,38.0,2541.0,321.0,1191.0,345.0,8.3014,358500.0,NEAR BAY
-118.45,34.26,17,3210,1109,3359,1081,3.1250,162100,INLAND
-118.29,34.25,35.0,2401,498.0,1061,492,4.1312,212500,INLAND
-122.26,37.84,35,1330,402,734,368,4.6429,187000,NEAR BAY
-118.14,34.17,39,2139,567,1665,525,3.2500,164200,INLAND
-117.03,32.71,33,3126,627,1841,620,3.2596,207300,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.49,34.26,29,4855,665,2179,624,6.0192,267500,<1H OCEAN
-121.22,38.69,35,1853,296,823,295,6.5358,161900,INLAND
-119.61,36.31,25,1847,371,1460,353,2.5266,80100,INLAND
-122.17,37.75,32,3080,485,1537,471,6.0541,255600,NEAR BAY
-118.33,34.17,20,1908,379,969,362,4.6052,193800,<1H OCEAN
-122.28,37.82,28,2899,535,1724,531,4.7500,244800,NEAR BAY
-121.89,37.29,38,1568,351,710,339,2.7042,120300,"""NEAR BAY"""
-122.25,37.85,52,1627,235,322,120,8.3014,452600,NEAR BAY
-121.43,38.63,15,3585,547,1608,474,6.4266,253900,INLAND
-122.43,37.63,52,2491,474,1098,485,3.8462,247100,NEAR BAY
-117.87,34.04,25,2990,546,1551,533,4.1518,196200,INLAND
-117.29,32.78,16.0,1673.0,319.0,761.0,314.0,4.6349,203200.0,INLAND
-118.47,34.09,35,1987,390,1095,361,5.9641,245300,<1H OCEAN
-122.32,37.84,32,2170,414,999,403,4.75,196500,NEAR BAY
-121.24,38.69,18,2157,321,1008,313,5.7578,173800,INLAND
-117.22,32.73,25,2065,428,1040,414,4.12,197800,'<1H OCEAN'
-117.96,33.99,16,3140,570,1802,548,4.6406,212500,"""INLAND"""
-122.25,37.84,35,1501,318,745,302,4.1312,180000,NEAR BAY
-118.16,34.20,32,2256,491,1338,473,4.0423,215800,<1H OCEAN
-118.21,33.99,32,2443,608,1273,568,3.6146,210500,INLAND
-118.11,34.19,39,3202,668,1805,638,5.8321,255000,INLAND
-118.17,34.02,29,2835,652,1534,607,4.9375,252000,<1H OCEAN
-118.37,34.16,37,2814,543,1815,523,5.6345,232900,<1H OCEAN
-121.28,38.68,25,2232,318,1002,299,5.7843,189000,INLAND
-118.48,34.25,26.0,2837,682.0,1639,640,3.9042,211400,'INLAND'
-117.26,32.88,34,1675,381,864,353,4.6050,202800,'INLAND'
-118.42,34.19,32,2289,404,1027,408,4.1312,223000,<1H OCEAN
-118.45,34.07,29,2204,371,1159,366,5.4930,256000.0,INLAND
-122.16,37.42,27,2725,541,1479,543,4.2109,214600,NEAR BAY
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.25,37.86,38,1500,300,900,280,4.625,180000,NEAR BAY
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.12,34.01,32,1038,168,765,170,4.6352,261400,INLAND
-121.90,37.53,19,2084,351,1213,335,6.2011,228300,INLAND
-121.85,37.78,25,3038,728,1811,658,4.6435,183300,INLAND
-122.28,37.83,52,1200,243,622,231,3.1250,204100,NEAR BAY
-118.28,34.05,35,1644,367,1066,372,5.2752,244800,INLAND
-118.23,34.14,30,2464,493,1211,481,4.6542,219500,<1H OCEAN
-122.25,37.86,52,1627,338,744,283,6.2576,352100,NEAR BAY
-118.39,34.12,29,6447,1012,2184,960,8.2816,500001,NEAR OCEAN
-122.17,37.49,38,1209,235,632,228,4.6583,197000,NEAR BAY
-117.16,32.77,23,2262,447,1344,417,4.8125,184200,'INLAND'
-118.37,33.89,35.0,2179,568,1554,552,3.5556,186000,<1H OCEAN
-121.88,37.53,18,2132,399,1287,394,5.6431,241800,INLAND
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.42,34.25,32,2700,465,1756,472,5.1234,287300,<1H OCEAN
-122.42,37.76,32,1467,190,496,177,7.2574,264300,NEAR BAY
-117.21,32.99,29,2151,443,1186,426,4.4364,219100,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.39,34.12,29,6449,1012,2184,960,8.2816,500001,NEAR BAY
-118.42,34.19,19,2073,471,1158,464,4.1312,233800,<1H OCEAN
-122.25,37.86,52,2491,474,1098,485,3.6591,352100,NEAR BAY
-118.29,34.25,29,1506,383,912,358,3.7109,161800,INLAND
-122.18,37.78,45,2676,492,1533,481,4.26,233400,NEAR BAY
-117.91,33.64,17.0,3212,683.0,1758,634,4.6597,211300,<1H OCEAN
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.49,34.26,29.0,2139,465,1164,408,3.12,192500,<1H OCEAN
-122.43,37.63,34,2239,433,986,422,4.5429,235200,NEAR BAY
-121.89,37.29,38,1568,351,710,339,2.7042,75100,INLAND
-122.44,37.80,52,2491,474,1098,465,3.8462,350000,NEAR BAY
-118.25,34.18,35,1623,306,845,313,4.6389,231000,INLAND
-118.42,33.96,17,3643,805,1874,765,4.6146,280200,<1H OCEAN
-121.82,37.74,25,2153,283,824,301,7.0651,325400,<1H OCEAN
-120.52,37.03,17,2594,606,1283,550,2.7174,173900,INLAND
-118.42,34.18,29,2114,484,1185,473,4.0417,202600,<1H OCEAN
-117.25,32.85,17,2157,451,1946,402,3.1279,100000,INLAND
-118.29,34.25,29,645,129,419,122,5.20,242200,INLAND
-118.36,34.12,35,1897,361,934,347,5.1439,227800,INLAND
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.47,34.03,29,515,229,269,214,5.6431,291600,'<1H OCEAN'
-118.18,34.03,45.0,1501,312,821,311,4.1312,253600,INLAND
-122.25,37.86,52,1467,190,496,177,7.2574,352100,NEAR BAY
-121.24,39.37,16.0,2785,616.0,1387,530,2.7306,94800,INLAND
-117.77,33.56,19,3067,495,1777,467,5.3217,235800,<1H OCEAN
-118.49,34.26,29,2596,399,1225,378,5.7681,299400,INLAND
-118.25,34.02,35,1682,342,879,345,4.7188,259400,<1H OCEAN
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.11,37.81,35,2015,327,880,310,6.1179,250100,NEAR BAY
-118.47,34.04,30,3172,783,3479,765,4.15,187000,INLAND
-117.90,33.63,27,1415,337,743,311,4.7857,212300,<1H OCEAN
-117.31,33.09,16,3222,661,1636,634,4.0313,168600,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.29,34.25,35,1513,324,970,317,4.3625,218000,INLAND
-118.49,34.21,30,1705,341,861,330,4.3506,240900,"""INLAND"""
-117.93,33.86,16,2101,399,1551,371,4.1518,212300,<1H OCEAN
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.42,34.18,35,1209,249,808,241,4.6250,227800,INLAND
-122.59,38.01,36,1940,367,787,331,3.6176,147200,INLAND
-121.67,39.3,24,1755,341,855,343,3.54,107100,INLAND
-122.25,37.84,35,2408,503,1206,489,3.875,187300,NEAR BAY
-118.42,34.19,29,2265,516,1064,508,4.2868,200800,INLAND
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.31,34.05,45,1754,361,939,356,4.7143,267200,'INLAND'
-118.27,33.94,30,2193,384,1227,372,4.9219,201100,<1H OCEAN
-121.22,37.86,25,1797,331,859,313,4.1518,253900,INLAND
-117.11,32.61,25.0,3227,613,1722,585,4.5938,220700,INLAND
-118.37,34.17,28.0,3856.0,849.0,2109.0,818.0,4.4547,261100.0,'INLAND'
-118.32,34.09,41,2280,523,1354,489,3.8144,187500,INLAND
-118.42,34.19,27.0,3148.0,619.0,1765.0,609.0,5.0834,252000.0,<1H OCEAN
-122.05,37.37,27,2098,306,1227,295,6.9821,259800,<1H OCEAN
-117.15,32.79,22,2595,530,1308,512,4.3708,188000,INLAND
-118.38,33.87,24,2108,359,1129,343,5.1909,216900,<1H OCEAN
-120.65,38.69,25,1665,352,710,339,4.32,192100,INLAND
-117.84,33.54,27,1409,294,1004,297,5.3285,184800,<1H OCEAN
-118.39,34.12,29,6447,1012,2184,960,8.2816,452600,NEAR OCEAN
-119.92,34.23,22,3088,589,1510,576,4.2917,194200,INLAND
-118.31,34.05,29,2214,497,1164,492,4.1312,208100,INLAND
-122.69,37.81,52,1229,198,508,196,6.5455,344700,NEAR BAY
-122.23,37.88,41.0,880.0,129.0,322.0,126.0,8.3252,452600.0,NEAR BAY
-122.25,37.86,41.0,880.0,129.0,322.0,126.0,8.3252,452600.0,NEAR BAY
-121.89,37.29,38,1568,351,710,339,2.7042,212500,INLAND
-118.16,34.19,32,2102,478,1174,447,4.0385,205100,INLAND
-117.12,33.52,27,3212,617,1554,614,4.1518,224200,INLAND
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-122.25,37.81,35,2100,480,1110,445,4.1154,210000,NEAR BAY
-121.89,37.29,38,1568,351,710,339,2.7042,212000,INLAND
-118.01,33.91,32,2372,494,1351,488,3.6146,184200,INLAND
-118.26,34.16,35,2527,543,1693,526,4.9375,215700,<1H OCEAN
-117.91,33.62,23,2126,343,1052,335,6.3718,276100,"""<1H OCEAN"""
-118.25,34.21,37,2701,493,1395,473,5.6419,305900,INLAND
-118.14,34.17,30,2014,461,1393,417,4.1312,184800,INLAND
-117.93,33.86,24,3929,751,1895,749,5.1834,254900,<1H OCEAN
-118.37,34.03,29,2119,433,1164,408,3.5409,226100,INLAND
-118.42,34.26,29,1290,339,815,326,4.375,274100,<1H OCEAN
-122.1,37.7,39,1744,316,953,322,5.4583,273100,NEAR BAY
