Age,WorkClass,fnlwgt,Education,EducationNum,MaritalStatus,Occupation,Relationship,Race,Gender,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry,Income,num_prefix_features
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
27,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
31,,,,,,,,,,,,,,,0
