longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,num_prefix_features
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
-118.3,,,,,,,,,,0
